title,url,stage,day,time,mbid,lfm_url,orig_name
Gecko,https://geckoofficial.com,TOAD HALL,THURSDAY,15:45 - 16:30,,dc6b1f78-0345-4140-8140-8fd02f5dc7af,https://www.last.fm/music/Gecko,GECKO
Gemma Rogers,https://www.gemmarogersmusic.com/,THE LIZARD STAGE,FRIDAY,19:00 - 20:00,,,https://www.last.fm/music/Gemma+Rogers,GEMMA ROGERS
Generation Sex,https://www.instagram.com/generationsex/,OTHER STAGE,SATURDAY,15:45 - 16:45,A punk rock wet dream with Billy Idol and Tony James from Generation X colliding with the Pistols’ Steve Jones and Paul Cook.,,https://www.last.fm/music/Generation+Sex,GENERATION SEX
Gentleman's Dub Club,"https://gentlemansdubclub.com/
https://linktr.ee/holliecookie",TRUTH STAGE,FRIDAY,02:45 - 03:30,,71333d03-2241-46ea-83c5-bd7a4cb2f913,https://www.last.fm/music/Gentleman%27s+Dub+Club,GENTLEMAN'S DUB CLUB
Hollie Cook,"https://gentlemansdubclub.com/
https://linktr.ee/holliecookie",TRUTH STAGE,FRIDAY,02:45 - 03:30,,806139a2-556b-45d8-bc5e-93e3d898e4ad,https://www.last.fm/music/Hollie+Cook,HOLLIE COOK
George Orange,,OUTSIDE CIRCUS STAGE,SATURDAY,13:35 - 14:05,,,https://www.last.fm/music/George+Orange,GEORGE ORANGE
Georgie Eliza,,CROISSANT NEUF BANDSTAND,SATURDAY,12:30 - 12:50,,,https://www.last.fm/music/Georgie+Eliza,GEORGIE ELIZA
Gerd Janson,https://www.instagram.com/gerdjansonofficial/?hl=en,SAN REMO,SUNDAY,20:30 - 22:00,,,https://www.last.fm/music/Gerd+Janson,GERD JANSON
GIDEÖN,https://ra.co/dj/gideon-uk,NYC DOWNLOW,SATURDAY,02:30 - 04:25,,,https://www.last.fm/music/GIDE%C3%96N,GIDEÖN
Gilbert O'Sullivan,http://www.gilbertosullivan.co.uk,ACOUSTIC STAGE,SUNDAY,20:00 - 21:00,"Chart topping singer-songwriter whose melodic craftsmanship, witty wordplay, topical acuity and surrealist humour ensure that the career he began in 1970 continues to thrive.",215394ba-3d0c-4b57-b284-ec5bb4a5ad25,https://www.last.fm/music/Gilbert+O%27Sullivan,GILBERT O'SULLIVAN
Gina Breeze,http://www.ginabreeze.com,SAN REMO,SUNDAY,14:00 - 15:30,,,https://www.last.fm/music/Gina+Breeze,GINA BREEZE
Girls Don't Sync,,THE LEVELS,SATURDAY,21:30 - 23:00,"All-female group of DJs, producers and curators who are bringing inclusivity and energy to underrepresented dancefloors.",,https://www.last.fm/music/Girls+Don%27t+Sync,GIRLS DON'T SYNC
Glen Hansard,https://glenhansard.com,ACOUSTIC STAGE,SATURDAY,20:00 - 21:00,"Academy-Award winning Irish singer-songwriter, and principal vocalist/guitarist for the bands, The Frames and The Swell Season.",57f89cad-d2ef-48df-9119-8287b106716a,https://www.last.fm/music/Glen+Hansard,GLEN HANSARD
Glenn Tilbrook,https://www.glenntilbrook.com,ACOUSTIC STAGE,SATURDAY,18:30 - 19:30,"The Squeeze songwriting legend joined by Beautiful Landing, a young five-piece indie band who’ll be leafing through Glenn’s plentiful back catalogues.",4723899c-3546-4e3e-b2e4-e24d2a2ddf87,https://www.last.fm/music/Glenn+Tilbrook,GLENN TILBROOK
Fat Tony,https://glitterboxibiza.com/,GREENPEACE,FRIDAY,23:00 - 23:45,,01bd8950-11c7-47e8-a3e2-3f662a48752a,https://www.last.fm/music/Fat+Tony,FAT TONY
Luke Solomon,https://glitterboxibiza.com/,GREENPEACE,FRIDAY,21:50 - 22:30,,ece32969-caec-46eb-b74b-336800ec48d5,https://www.last.fm/music/Luke+Solomon,LUKE SOLOMON
Melle Brown,https://glitterboxibiza.com/,GREENPEACE,FRIDAY,22:30 - 23:00,,,https://www.last.fm/music/Melle+Brown,MELLE BROWN
Global Collective,https://www.seventhwavemusic.co.uk/the-global-collective/,TOAD HALL,THURSDAY,00:30 - 01:30,,,https://www.last.fm/music/Global+Collective,GLOBAL COLLECTIVE
Gnarly,https://www.instagram.com/gnarly.music/,TOLPUDDLE,SUNDAY,21:30 - 22:30,,,https://www.last.fm/music/Gnarly,GNARLY
Gok Wan,https://www.instagram.com/therealgokwan/,GLADE,FRIDAY,16:10 - 17:30,"Funky vocal house that began as Isolation Nation, a live DJ set streamed from his kitchen during lockdown.",,https://www.last.fm/music/Gok+Wan,GOK WAN
Gorilla Tactics,https://www.instagram.com/gorillatacticscrew/?hl=en,THE BUG,SATURDAY,17:00 - 18:00,,,https://www.last.fm/music/Gorilla+Tactics,GORILLA TACTICS
Grace McKagan,https://open.spotify.com/artist/763ta6j2nc9dvvg4d8xupg,THE RABBIT HOLE,SATURDAY,03:00 - 04:00,,,https://www.last.fm/music/Grace+McKagan,GRACE MCKAGAN
Gray,https://linktr.ee/graydnb?fbclid=paaabtgjfrsq3bptnsbt2skb_onpdfs2ftuf_ccw7qgguxiwmlcel9xixelkm,THE SALON CAROUSEL,FRIDAY,05:15 - 06:00,,f612b40f-12cb-4f65-9680-70fba5d3ee7f,https://www.last.fm/music/Gray,GRAY
Greg Belson,https://www.instagram.com/djgregbelson/?hl=en,NYC DOWNLOW,THURSDAY,21:20 - 23:20,,,https://www.last.fm/music/Greg+Belson,GREG BELSON
Greg Mahon,,STRUMMERVILLE,SATURDAY,13:50 - 14:00,,,https://www.last.fm/music/Greg+Mahon,GREG MAHON
Groovy Guy,https://www.groovyguyshow.com/,THE PAVEMENT,WEDNESDAY,16:35 - 17:05,,,https://www.last.fm/music/Groovy+Guy,GROOVY GUY
Guesswerk,https://www.facebook.com/guesswerk,GLADE DOME,FRIDAY,13:15 - 14:15,,,https://www.last.fm/music/Guesswerk,GUESSWERK
Guns of Navarone,https://www.gunsofnavarone.co.uk/,THE ROCKET LOUNGE,THURSDAY,23:15 - 00:30,,f3531af0-a666-4e9d-ad1d-7251291863e3,https://www.last.fm/music/Guns+of+Navarone,GUNS OF NAVARONE
Guy Williams,https://ra.co/dj/guywilliams,THE MEAT RACK,FRIDAY,01:30 - 03:00,,2079ce3f-e24c-462a-9c7d-2476f842f2ac,https://www.last.fm/music/Guy+Williams,GUY WILLIAMS
Gwenno,https://www.gwenno.info/,THE PARK STAGE,SUNDAY,12:45 - 13:30,Award winning singer songwriter with an engaging electronic pop sound championing female writers and artists and the Welsh and Cornish languages.,8f5b15bd-0777-4564-9801-17462e5ff715,https://www.last.fm/music/Gwenno,GWENNO
Haai,https://www.instagram.com/i.jordan/,THE TEMPLE,SATURDAY,01:30 - 03:00,,,https://www.last.fm/music/Haai,HAAI
I. Jordan,https://www.instagram.com/i.jordan/,THE TEMPLE,SATURDAY,01:30 - 03:00,,,https://www.last.fm/music/I.+Jordan,I. JORDAN
Hagan,,STONEBRIDGE BAR,FRIDAY,23:00 - 00:30,,,https://www.last.fm/music/Hagan,HAGAN
Sam Interface,,STONEBRIDGE BAR,FRIDAY,23:00 - 00:30,,,https://www.last.fm/music/Sam+Interface,SAM INTERFACE
Hagop Tchaparian,,STONEBRIDGE BAR,SATURDAY,13:00 - 14:30,,,https://www.last.fm/music/Hagop+Tchaparian,HAGOP TCHAPARIAN
Hak BakeR,https://www.hakbaker.com/,STRUMMERVILLE,THURSDAY,20:00 - 20:45,,,https://www.last.fm/music/Hak+BakeR,HAK BAKER
halfqueen,,STONEBRIDGE BAR,SUNDAY,00:00 - 01:00,,,https://www.last.fm/music/halfqueen,HALFQUEEN
Hamish,https://ra.co/dj/hamishtoby,FLYING BUS,SATURDAY,23:30 - 01:30,,cd020c0f-b578-4907-8c54-c14eb800a14f,https://www.last.fm/music/Hamish,HAMISH
Hamish & Toby,,THE WOW,SUNDAY,22:30 - 23:30,"The sound of East Anglia, with timeless selections and an adventurous genre-bending style.",,https://www.last.fm/music/Hamish+&+Toby,HAMISH & TOBY
Hannah Holland,https://www.hannahhollandmusic.co.uk/,NYC DOWNLOW,FRIDAY,04:20 - 05:55,,1cfdaf11-12d9-43f8-bd94-287aaebb82aa,https://www.last.fm/music/Hannah+Holland,HANNAH HOLLAND
Hannah White,https://www.hannahwhitemusic.com,TOAD HALL,FRIDAY,19:30 - 20:15,,,https://www.last.fm/music/Hannah+White,HANNAH WHITE
Hannah Williams & The Affirmations,https://hannahsoulwilliams.bandcamp.com,AVALON STAGE,SUNDAY,12:35 - 13:25,"Darlings of the international soul scene praised by Craig Charles and the late, greats Sharon Jones and Charles Bradley.",,https://www.last.fm/music/Hannah+Williams+&+The+Affirmations,HANNAH WILLIAMS & THE AFFIRMATIONS
Hardwicke Circus,https://www.hardwickecircus.tv/,THE ROCKET LOUNGE,SUNDAY,23:00 - 00:00,,,https://www.last.fm/music/Hardwicke+Circus,HARDWICKE CIRCUS
Harri Pepper,https://www.facebook.com/harri.pepper/,GLADE DOME,FRIDAY,23:15 - 00:15,,,https://www.last.fm/music/Harri+Pepper,HARRI PEPPER
Harriet Jaxxon,https://www.instagram.com/harrietjaxxon/,THE TEMPLE,SUNDAY,23:00 - 00:00,,,https://www.last.fm/music/Harriet+Jaxxon,HARRIET JAXXON
Harrison BDP,https://www.instagram.com/harrisonbdp1/,GLADE DOME,SATURDAY,01:40 - 02:55,,,https://www.last.fm/music/Harrison+BDP,HARRISON BDP
Headmix,,SMALL WORLD STAGE,THURSDAY,21:30 - 22:30,,faf85416-89ab-4fb3-a136-28de5390d3af,https://www.last.fm/music/Headmix,HEADMIX
Heard Collective,https://www.heardcollective.com/about-heard,MANDALA STAGE,THURSDAY,22:00 - 23:00,,,https://www.last.fm/music/Heard+Collective,HEARD COLLECTIVE
Heels & Souls,https://www.instagram.com/heelsandsouls/?hl=en,SAN REMO,SATURDAY,14:00 - 15:30,,,https://www.last.fm/music/Heels+&+Souls,HEELS & SOULS
Henge,https://hengemusic.com,CROISSANT NEUF,SUNDAY,23:00 - 00:30,,,https://www.last.fm/music/Henge,HENGE
Henry Buck,https://www.beatport.com/release/0793/4103322,FLYING BUS,SUNDAY,23:00 - 00:00,,,https://www.last.fm/music/Henry+Buck,HENRY BUCK
Amaliah,,THE WOW,FRIDAY,12:00 - 18:00,"A rare set from the Hessle Audio-founding trio of Ben UFO, Pangaea and Pearson Sound as they go back-to-back in this lengthy session, joined by Amaliah’s eclectic taste and renowned DJ and producer Parris.",,https://www.last.fm/music/Amaliah,AMALIAH
Parris,,THE WOW,FRIDAY,12:00 - 18:00,"A rare set from the Hessle Audio-founding trio of Ben UFO, Pangaea and Pearson Sound as they go back-to-back in this lengthy session, joined by Amaliah’s eclectic taste and renowned DJ and producer Parris.",,https://www.last.fm/music/Parris,PARRIS
Pearson Sound,,THE WOW,FRIDAY,12:00 - 18:00,"A rare set from the Hessle Audio-founding trio of Ben UFO, Pangaea and Pearson Sound as they go back-to-back in this lengthy session, joined by Amaliah’s eclectic taste and renowned DJ and producer Parris.",56263187-608d-43dc-8782-a417b492d418,https://www.last.fm/music/Pearson+Sound,PEARSON SOUND
Pangaea,,THE WOW,FRIDAY,12:00 - 18:00,"A rare set from the Hessle Audio-founding trio of Ben UFO, Pangaea and Pearson Sound as they go back-to-back in this lengthy session, joined by Amaliah’s eclectic taste and renowned DJ and producer Parris.",d73f7df8-8cf6-49c1-828c-f5d80835917c,https://www.last.fm/music/Pangaea,PANGAEA
Hippo Sound System,https://www.facebook.com/hipposoundsystem/?locale=en_gb,TRUTH STAGE,FRIDAY,05:15 - 06:00,,,https://www.last.fm/music/Hippo+Sound+System,HIPPO SOUND SYSTEM
Hixxy,https://m.soundcloud.com/hixxy,THE SALON CAROUSEL,SATURDAY,01:00 - 02:00,,f84c6074-dd3e-4d60-b67b-bd72e93b36a5,https://www.last.fm/music/Hixxy,HIXXY
HMT Hard Cru,https://www.instagram.com/hmthardcru/?hl=en,THE BUG,FRIDAY,18:00 - 19:00,,,https://www.last.fm/music/HMT+Hard+Cru,HMT HARD CRU
HO99O9,https://ho99o9.com/,TRUTH STAGE,THURSDAY,01:15 - 02:00,,,https://www.last.fm/music/HO99O9,HO99O9
Hobo Jones & the Junkyard Dogs,https://hobojonesthejunkyarddogs.bandcamp.com,AVALON STAGE,FRIDAY,13:00 - 13:50,The world's oldest and ugliest cider-soaked boy band with their own brand of off-the-rails skiffle.,,https://www.last.fm/music/Hobo+Jones+&+the+Junkyard+Dogs,HOBO JONES & THE JUNKYARD DOGS
Hodge,https://ra.co/dj/hodge,IICON,THURSDAY,01:30 - 03:00,,8630a7d5-1cd5-44a8-9942-97a4be9f5176,https://www.last.fm/music/Hodge,HODGE
hodmadoddery,http://www.hodmadoddery.co.uk,TOAD HALL,SUNDAY,19:40 - 20:25,,,https://www.last.fm/music/hodmadoddery,HODMADODDERY
Hollie Rogers,https://www.hollierogers.com/,MANDALA STAGE,SATURDAY,20:00 - 21:00,,,https://www.last.fm/music/Hollie+Rogers,HOLLIE ROGERS
Holy Moly & The Crackers,https://www.holymolyandthecrackers.com,AVALON STAGE,SATURDAY,12:50 - 13:45,"Bombastically mashing together the disparate flavours of Americana, rock and indie with a circus-punk edge.",ae0d272d-1c31-4f82-9948-d5341870af52,https://www.last.fm/music/Holy+Moly+&+The+Crackers,HOLY MOLY & THE CRACKERS
HOLY YOUTH MOVEMENT,https://www.facebook.com/holyyouthmovement/,GLADE DOME,SUNDAY,16:20 - 17:20,,,https://www.last.fm/music/HOLY+YOUTH+MOVEMENT,HOLY YOUTH MOVEMENT
Hospital DJs,,NOWHERE,SATURDAY,14:00 - 15:00,,,https://www.last.fm/music/Hospital+DJs,HOSPITAL DJS
Hotsteppas,https://linktr.ee/hotsteppas,TRUTH STAGE,FRIDAY,04:00 - 04:45,,,https://www.last.fm/music/Hotsteppas,HOTSTEPPAS
Dub Princess,https://linktr.ee/hotsteppas,TRUTH STAGE,FRIDAY,04:00 - 04:45,,,https://www.last.fm/music/Dub+Princess,DUB PRINCESS
Huerta,,THE WOW,FRIDAY,18:50 - 20:30,"Berlin-based duo, featuring producer and instrumentalist Huerta and Liquid Earth’s uniquely transatlantic sound infusing the rhythmic sensibilities Europe.",,https://www.last.fm/music/Huerta,HUERTA
Liquid Earth,,THE WOW,FRIDAY,18:50 - 20:30,"Berlin-based duo, featuring producer and instrumentalist Huerta and Liquid Earth’s uniquely transatlantic sound infusing the rhythmic sensibilities Europe.",82f3c5dd-3560-408e-8ad4-e4e93e4fac54,https://www.last.fm/music/Liquid+Earth,LIQUID EARTH
Husband,,THE MEAT RACK,SUNDAY,22:00 - 23:30,,,https://www.last.fm/music/Husband,HUSBAND
Hybrid Minds,https://hybridmindsmusic.com/,ARCADIA,SUNDAY,00:30 - 01:30,,ceb88a0c-81ca-461a-82d2-ad7769447e15,https://www.last.fm/music/Hybrid+Minds,HYBRID MINDS
Tempaz,https://hybridmindsmusic.com/,ARCADIA,SUNDAY,00:30 - 01:30,,,https://www.last.fm/music/Tempaz,TEMPAZ
Ilæy,https://www.sonicbids.com/band/ilaey/,TOAD HALL,FRIDAY,22:30 - 23:30,,,https://www.last.fm/music/Il%C3%A6y,ILÆY
kezz,https://www.sonicbids.com/band/ilaey/,TOAD HALL,FRIDAY,22:30 - 23:30,,,https://www.last.fm/music/kezz,KEZZ
Imogen,,THE WOW,THURSDAY,00:00 - 01:30,DJ and producer showcasing tones which bounce between fuzzy electro and punishing techno.,b80de5b7-621c-4766-a601-2d606b20c1e9,https://www.last.fm/music/Imogen,IMOGEN
In Dub We Trust,https://babylonuprising.com/,BABYLON UPRISING,FRIDAY,12:00 - 13:30,,,https://www.last.fm/music/In+Dub+We+Trust,IN DUB WE TRUST
Incandescence,https://www.incandescence.co.uk/,OUTSIDE CIRCUS STAGE,FRIDAY,17:34 - 17:42,,325370fd-eb3b-41b8-acd6-2b8df5fac51b,https://www.last.fm/music/Incandescence,INCANDESCENCE
Intermission,,TRUTH STAGE,FRIDAY,TBA,,ef3ec633-2fba-4348-a8c3-40d30f955042,https://www.last.fm/music/Intermission,INTERMISSION
iora,,CROISSANT NEUF,FRIDAY,16:30 - 17:30,,,https://www.last.fm/music/iora,IORA
Isaac Ferry,https://soundcloud.com/isaacferry,RABBIT HOLE'S FUNKINGHAM PALACE,SATURDAY,21:00 - 22:00,,,https://www.last.fm/music/Isaac+Ferry,ISAAC FERRY
Isabella,https://ra.co/dj/isabella,GENOSYS SOUND SYSTEM,SUNDAY,23:00 - 01:00,,fdb3c2b1-d361-48ab-8084-aea4d86d748b,https://www.last.fm/music/Isabella,ISABELLA
Ivy,,BLIND TIGER,FRIDAY,15:00 - 16:00,,be73a6a0-4733-4c56-8139-7a2c69196923,https://www.last.fm/music/Ivy,IVY
Izco,https://www.instagram.com/izzycofie/,GLADE DOME,SATURDAY,18:35 - 19:35,,,https://www.last.fm/music/Izco,IZCO
J-Marks,https://instagram.com/jules_marks_,THE RUM SHACK,THURSDAY,21:30 - 22:00,,,https://www.last.fm/music/J-Marks,J-MARKS
J. Nicholas,,STRUMMERVILLE,SATURDAY,14:30 - 15:15,,,https://www.last.fm/music/J.+Nicholas,J. NICHOLAS
J.A.M. String Collective,https://www.youtube.com/@jamstringcollective,TOAD HALL,SUNDAY,22:30 - 11:30,,,https://www.last.fm/music/J.A.M.+String+Collective,J.A.M. STRING COLLECTIVE
J9,https://www.j9-music.com/,THE LIZARD STAGE,SATURDAY,00:00 - 01:00,,,https://www.last.fm/music/J9,J9
JABBA THE SLUT,,HMS SWEET CHARITY,FRIDAY,00:00 - 01:30,,,https://www.last.fm/music/JABBA+THE+SLUT,JABBA THE SLUT
Jack Tyson Charles,https://www.facebook.com/jacktysoncharles,THE RABBIT HOLE,THURSDAY,19:00 - 20:00,,,https://www.last.fm/music/Jack+Tyson+Charles,JACK TYSON CHARLES
Jack Valero,https://www.instagram.com/jackvaleromusic,GREENPEACE,FRIDAY,14:00 - 14:45,,,https://www.last.fm/music/Jack+Valero,JACK VALERO
Jacob Collier,https://www.jacobcollier.com/#/,WEST HOLTS STAGE,SATURDAY,17:30 - 18:30,"A musical polymath who’s worked with everyone from Stormzy to Lizzo, with a celebratory live experience turning the audience into a magical choir.",,https://www.last.fm/music/Jacob+Collier,JACOB COLLIER
Jacob Reddy,https://jacobreddymusic.co.uk,CROISSANT NEUF BANDSTAND,FRIDAY,13:30 - 13:50,,,https://www.last.fm/music/Jacob+Reddy,JACOB REDDY
Jacob Szulecki,https://jacobszulecki.wixsite.com/jacobszulecki,MANDALA STAGE,SUNDAY,21:00 - 22:00,,,https://www.last.fm/music/Jacob+Szulecki,JACOB SZULECKI
Jaguar,,STONEBRIDGE BAR,FRIDAY,19:00 - 23:00,,f42fb898-9fb2-4e87-b313-7bbd1fca790d,https://www.last.fm/music/Jaguar,JAGUAR
Prospa,,STONEBRIDGE BAR,FRIDAY,19:00 - 23:00,,,https://www.last.fm/music/Prospa,PROSPA
NextGen,https://www.circusworksdevoran.org/,OUTSIDE CIRCUS STAGE,SATURDAY,20:01 - 20:07,,,https://www.last.fm/music/NextGen,NEXTGEN
Jake Shears,https://www.jakeshears.com,AVALON STAGE,SATURDAY,20:05 - 21:05,"Shape-shifting dancefloor filler and Scissor Sister whose career has spanned multi-million global album sales, many awards, Broadway and arena tours.",517a43ff-be21-4699-9fbc-54aab2ca5254,https://www.last.fm/music/Jake+Shears,JAKE SHEARS
Jake Storm,https://soundcloud.com/stametshroom,GLADE DOME,SUNDAY,12:00 - 13:15,,,https://www.last.fm/music/Jake+Storm,JAKE STORM
Jam Session,,THE LIZARD STAGE,SATURDAY,20:30 - 21:30,,472344d9-b56d-4f6a-92c4-4b7a5394e17b,https://www.last.fm/music/Jam+Session,JAM SESSION
James Ellis Ford,https://www.jamesellisford.com/,THE PARK STAGE,SATURDAY,12:45 - 13:30,"Renowned songwriter (Simian Mobile Disco, Last Shadow Puppets) and producer (Arctic Monkeys, Florence, Foals, Depeche) out on his own.",,https://www.last.fm/music/James+Ellis+Ford,JAMES ELLIS FORD
James Rees,,SMALL WORLD STAGE,SUNDAY,17:15 - 18:15,,,https://www.last.fm/music/James+Rees,JAMES REES
James Riley,https://jamesrileymusic.com,TOAD HALL,SATURDAY,15:00 - 15:45,,,https://www.last.fm/music/James+Riley,JAMES RILEY
Jamie Cook,https://facebook.com/jamiecookmusic,CROISSANT NEUF BANDSTAND,FRIDAY,13:00 - 13:20,,,https://www.last.fm/music/Jamie+Cook,JAMIE COOK
Jamie Webster,https://www.jamiewebstermusic.com,AVALON STAGE,FRIDAY,15:35 - 16:35,"Liverpudlian singer-songwriter with a fervent grassroots following for his songs of loss, rebellion, frustration and empathy.",,https://www.last.fm/music/Jamie+Webster,JAMIE WEBSTER
Jamz Supernova,,STONEBRIDGE BAR,FRIDAY,02:00 - 03:30,,,https://www.last.fm/music/Jamz+Supernova,JAMZ SUPERNOVA
Bianca Oblivion,,STONEBRIDGE BAR,FRIDAY,02:00 - 03:30,,,https://www.last.fm/music/Bianca+Oblivion,BIANCA OBLIVION
Japanese Breakfast,https://www.instagram.com/jbrekkie/,OTHER STAGE,SUNDAY,12:30 - 13:15,"Indie pop band fronted by Korean-American musician Michelle Zauner, mixing moody guitar ambience with upbeat electronica.",,https://www.last.fm/music/Japanese+Breakfast,JAPANESE BREAKFAST
Jappa,https://open.spotify.com/artist/1yjoqxssa8le5egt7q7rai?si=cnvge5yrtyika75jtncfwg,THE SALON CAROUSEL,FRIDAY,04:30 - 05:15,,514f06a7-1ec8-4182-a09c-ca1eb8e73e11,https://www.last.fm/music/Jappa,JAPPA
Jasper Tygner,,THE WOW,SATURDAY,18:00 - 19:00,"Producer, composer and multi-instrumentalist creating kaleidoscopic arrangements of rave-inspired, melody-driven tunes.",,https://www.last.fm/music/Jasper+Tygner,JASPER TYGNER
Jay Carder,https://www.instagram.com/jaycarderdj/,BABYLON UPRISING,SATURDAY,00:00 - 01:00,,,https://www.last.fm/music/Jay+Carder,JAY CARDER
Jayda G,,THE LEVELS,FRIDAY,16:30 - 18:00,Grammy-nominated Canadian house music producer and DJ.,,https://www.last.fm/music/Jayda+G,JAYDA G
Jayu,https://www.instagram.com/jayu_j_u/. https://www.instagram.com/kyle_stfd/,BABYLON UPRISING,SATURDAY,13:00 - 14:00,,,https://www.last.fm/music/Jayu,JAYU
Jeffrey Sfire,https://ra.co/dj/jeffreysfire,NYC DOWNLOW,THURSDAY,23:25 - 01:25,,,https://www.last.fm/music/Jeffrey+Sfire,JEFFREY SFIRE
Jem Cooke,https://www.instagram.com/jemcooke/,GLADE DOME,THURSDAY,22:25 - 23:10,,,https://www.last.fm/music/Jem+Cooke,JEM COOKE
Jerome Hill,https://www.instagram.com/djjeromehill/,THE RUM SHACK,SUNDAY,01:00 - 02:00,,,https://www.last.fm/music/Jerome+Hill,JEROME HILL
Jerrell,https://www.instagram.com/jerrellcumberbatch/,TRUTH STAGE,SATURDAY,21:30 - 22:30,,ae2f3acd-7a57-49f2-9a64-d5ac0dced468,https://www.last.fm/music/Jerrell,JERRELL
Jerri Hart,https://www.jerrihart.com,CROONER'S CORNER,WEDNESDAY,15:15 - 16:00,,,https://www.last.fm/music/Jerri+Hart,JERRI HART
JFB,https://www.youtube.com/channel/ucybu_xfcmzhms3jubiqq-hg,THE BUG,FRIDAY,19:00 - 20:00,,f5363459-392a-40b0-abdc-e469ec415a4b,https://www.last.fm/music/JFB,JFB
Jim Bitch,,THE SALON CAROUSEL,SUNDAY,03:45 - 05:00,,,https://www.last.fm/music/Jim+Bitch,JIM BITCH
Stivs,,THE SALON CAROUSEL,SUNDAY,03:45 - 05:00,,24348d08-c802-4bbf-85ab-084223e1baed,https://www.last.fm/music/Stivs,STIVS
Jimmy Goodrich,https://www.goodrichmusic.co.uk/,THE BANDSTAND,SUNDAY,11:45 - 12:15,,,https://www.last.fm/music/Jimmy+Goodrich,JIMMY GOODRICH
JJ Sterry,https://www.instagram.com/jjsterry/,STRUMMERVILLE,THURSDAY,18:00 - 18:40,,,https://www.last.fm/music/JJ+Sterry,JJ STERRY
Joanne Shaw Taylor,https://www.joanneshawtaylor.com,AVALON STAGE,SATURDAY,15:35 - 16:35,"Blues rock star and soulful vocalist discovered by Dave Stewart and lauded by the likes of Jimmy Cliff, Joe Bonamassa and Stevie Wonder.",1b3779c0-7414-465a-b811-a84f07131b89,https://www.last.fm/music/Joanne+Shaw+Taylor,JOANNE SHAW TAYLOR
Job Jobse,https://www.instagram.com/jobjobse/?hl=en,SAN REMO,SATURDAY,20:30 - 22:00,,,https://www.last.fm/music/Job+Jobse,JOB JOBSE
