title,url,stage,day,time,mbid,lfm_url,orig_name
risky business,https://fitupproductions.com/,THE PAVEMENT,WEDNESDAY,17:10 - 17:40,,3e5da27b-e335-451a-a715-e4bca37147a0,https://www.last.fm/music/risky+business,RISKY BUSINESS
river roots,,SMALL WORLD STAGE,SATURDAY,12:00 - 13:00,,,https://www.last.fm/music/river+roots,RIVER ROOTS
D-Low,https://www.youtube.com/watch?v=qe-tennxyxc,THE LIZARD STAGE,SUNDAY,21:00 - 22:00,,,https://www.last.fm/music/D-Low,D-LOW
Alexinho,https://www.youtube.com/watch?v=qe-tennxyxc,THE LIZARD STAGE,SUNDAY,21:00 - 22:00,,,https://www.last.fm/music/Alexinho,ALEXINHO
Rob Da Bank,https://www.mixcloud.com/purplerave/rob-da-bank-tayo-present-purple-rave-october-mix/,RABBIT HOLE'S FUNKINGHAM PALACE,THURSDAY,21:00 - 22:30,,f58c4610-bde9-4fb7-b3c5-13808a548d8c,https://www.last.fm/music/Rob+Da+Bank,ROB DA BANK
Purple Rave,https://www.mixcloud.com/purplerave/rob-da-bank-tayo-present-purple-rave-october-mix/,RABBIT HOLE'S FUNKINGHAM PALACE,THURSDAY,21:00 - 22:30,,,https://www.last.fm/music/Purple+Rave,PURPLE RAVE
Rob Vincent,https://robertvincentmusic.com,TOAD HALL,SUNDAY,21:00 - 21:45,,,https://www.last.fm/music/Rob+Vincent,ROB VINCENT
Rodney Branigan,https://brokenguitars.com,TOAD HALL,THURSDAY,16:50 - 17:35,,4b842088-1f44-432a-8ef7-eaa0fbd1104f,https://www.last.fm/music/Rodney+Branigan,RODNEY BRANIGAN
Roi Perez,https://ra.co/dj/roiperez,GENOSYS SOUND SYSTEM,SUNDAY,21:00 - 23:00,,,https://www.last.fm/music/Roi+Perez,ROI PEREZ
Romy,,STONEBRIDGE BAR,SUNDAY,01:00 - 02:00,,,https://www.last.fm/music/Romy,ROMY
Roo Panes,http:// https://www.roopanes.uk/,ACOUSTIC STAGE,SATURDAY,13:00 - 13:40,Ringing 12-string-driven classical folk sounds from this English singer-songwriter.,f01f4e0c-20c7-44fb-b549-d353c94bef55,https://www.last.fm/music/Roo+Panes,ROO PANES
Room Service,https://www.instagram.com/sanremoglasto,SAN REMO,THURSDAY,10:00 - 12:00,,bcb4a46a-2740-4e89-8e32-53e2b789fc9b,https://www.last.fm/music/Room+Service,ROOM SERVICE
Rosco Shakes,https://facebook.com/roscoshakes,CROISSANT NEUF,SUNDAY,16:00 - 17:00,,,https://www.last.fm/music/Rosco+Shakes,ROSCO SHAKES
Rossi.,https://ra.co/dj/rossi,FLYING BUS,SATURDAY,02:30 - 04:00,,,https://www.last.fm/music/Rossi.,ROSSI.
Royal Blood,https://www.royalbloodband.com/,PYRAMID STAGE,FRIDAY,20:15 - 21:15,"Multi-award-winning, album chart topping duo and fine purveyors of chunky Zep-like riffs and quirky lyrics.",aadee541-1990-41df-b8a9-38ac679435ec,https://www.last.fm/music/Royal+Blood,ROYAL BLOOD
Rozi Plain,https://roziplain.co.uk,CROISSANT NEUF,SATURDAY,16:30 - 17:30,,df5f0881-aa43-4bf3-8593-4cbb9893b455,https://www.last.fm/music/Rozi+Plain,ROZI PLAIN
RSVP,https://www.rsvpmusic.co.uk/,THE BANDSTAND,THURSDAY,19:20 - 20:00,,,https://www.last.fm/music/RSVP,RSVP
Rudimental,https://www.rudimental.co.uk/,WEST HOLTS STAGE,SUNDAY,21:45 - 23:15,"Multi-charting hit makers, the perfect synthesis of UK bass culture through jungle, garage, grime and much more.",b09ced80-aa65-43c1-9aa7-58b1e982eada,https://www.last.fm/music/Rudimental,RUDIMENTAL
Jakes,https://www.instagram.com/dazeeruffneck/,ARCADIA,SUNDAY,21:00 - 21:45,,a02fd10b-6b4f-4ba3-8824-7c5619645972,https://www.last.fm/music/Jakes,JAKES
Dazee,https://www.instagram.com/dazeeruffneck/,ARCADIA,SUNDAY,21:00 - 21:45,,,https://www.last.fm/music/Dazee,DAZEE
JENNI GROVES,https://www.instagram.com/dazeeruffneck/,ARCADIA,SUNDAY,21:00 - 21:45,,,https://www.last.fm/music/JENNI+GROVES,JENNI GROVES
Rukus,https://www.instagram.com/nico_rukus/,BABYLON UPRISING,FRIDAY,22:00 - 23:00,,a2e90a8a-61ea-4a53-b96c-5ce25b8f56bc,https://www.last.fm/music/Rukus,RUKUS
Rum Buffalo,https://www.rumbuffalo.com/,THE LIZARD STAGE,THURSDAY,01:30 - 03:00,,,https://www.last.fm/music/Rum+Buffalo,RUM BUFFALO
Rumer,https://www.rumer.co.uk/,ACOUSTIC STAGE,SUNDAY,14:00 - 14:40,"Fresh from time spent in Nashville with a host of new material revealing truths of the heart, both intimate and universal, realistic and romantic.",a30e3a7b-cd14-4e63-ba22-04d02ee6fe26,https://www.last.fm/music/Rumer,RUMER
Run Logan Run,https://runloganrun.bandcamp.com/,BBC MUSIC INTRODUCING,SATURDAY,13:00 - 13:30,Super cool spaced-out jazz sounds led by a expressive saxophone over some tight electronic rhythms.,,https://www.last.fm/music/Run+Logan+Run,RUN LOGAN RUN
Rusty Compass,,SMALL WORLD STAGE,SATURDAY,01:45 - 03:00,,,https://www.last.fm/music/Rusty+Compass,RUSTY COMPASS
safenath,,CROISSANT NEUF BANDSTAND,FRIDAY,14:30 - 14:50,,,https://www.last.fm/music/safenath,SAFENATH
Salute,https://ffm.bio/salute,GREENPEACE,THURSDAY,01:30 - 03:00,,9b8f0b42-aa70-4aa5-b71e-0e07b50f7346,https://www.last.fm/music/Salute,SALUTE
Sam Divine,http://s ☁️m ⚡️ d i 🔻 i n e (@samdivinedj) | instagram,NOWHERE,FRIDAY,22:00 - 23:00,,,https://www.last.fm/music/Sam+Divine,SAM DIVINE
Samantha Love,https://www.instagram.com/samanthalove7065,TOAD HALL,SUNDAY,18:30 - 19:10,,,https://www.last.fm/music/Samantha+Love,SAMANTHA LOVE
Saoirse,https://www.instagram.com/shanticeleste/,THE TEMPLE,SATURDAY,22:00 - 00:00,,,https://www.last.fm/music/Saoirse,SAOIRSE
Shanti Celeste,https://www.instagram.com/shanticeleste/,THE TEMPLE,SATURDAY,22:00 - 00:00,,e8542954-79b9-4af3-b97a-bdc12d98db77,https://www.last.fm/music/Shanti+Celeste,SHANTI CELESTE
Say She She,https://www.saysheshe.com,GREENPEACE,SUNDAY,19:00 - 20:00,,,https://www.last.fm/music/Say+She+She,SAY SHE SHE
Scalping,https://scalpingmusic.com/,TRUTH STAGE,SATURDAY,02:45 - 03:30,,,https://www.last.fm/music/Scalping,SCALPING
Scott Diaz,https://ra.co/dj/scottdiaz,NYC DOWNLOW,SATURDAY,04:30 - 05:55,,57cd0e15-e7e5-489e-bb20-33a1833cb16f,https://www.last.fm/music/Scott+Diaz,SCOTT DIAZ
Seas of Mirth,https://seasofmirth.com/,THE BANDSTAND,THURSDAY,00:00 - 01:00,,,https://www.last.fm/music/Seas+of+Mirth,SEAS OF MIRTH
Sedef Adasi,https://ra.co/dj/sedefadasi,GENOSYS SOUND SYSTEM,SATURDAY,23:30 - 01:00,,,https://www.last.fm/music/Sedef+Adasi,SEDEF ADASI
Sedef Adasï,,THE WOW,SUNDAY,01:00 - 02:30,"Producer and DJ drawing from proto-disco, techno, acid, house breaks and 80s/90s pop music.",,https://www.last.fm/music/Sedef+Adas%C3%AF,SEDEF ADASÏ
Seize The Day,https://seizetheday.org,TOAD HALL,THURSDAY,19:15 - 20:10,,d4b68d25-d71e-4917-babc-0b57e00fa93b,https://www.last.fm/music/Seize+The+Day,SEIZE THE DAY
Selecta Jman,,THE SALON CAROUSEL,FRIDAY,02:45 - 03:45,,,https://www.last.fm/music/Selecta+Jman,SELECTA JMAN
Serkus,https://soundcloud.com/serkus1,BLIND TIGER,SUNDAY,01:00 - 02:00,,,https://www.last.fm/music/Serkus,SERKUS
Seth Lakeman,https://www.sethlakeman.co.uk,ACOUSTIC STAGE,FRIDAY,16:00 - 16:40,Mercury Prize-nominated West country folk singer and multi-instrumentalist whose played alongside both Van Morrison and Robert Plant in recent times.,7f783b40-1685-4603-b2ce-16c52ba82d8e,https://www.last.fm/music/Seth+Lakeman,SETH LAKEMAN
Settle Down,https://instagram.com/settledown_uk,BABYLON UPRISING,FRIDAY,21:00 - 22:00,,,https://www.last.fm/music/Settle+Down,SETTLE DOWN
Shaka Loves You,https://shakalovesyou.com/,RABBIT HOLE'S FUNKINGHAM PALACE,FRIDAY,22:15 - 23:30,,,https://www.last.fm/music/Shaka+Loves+You,SHAKA LOVES YOU
Shannen SP,https://www.instagram.com/rajirags/ https://www.instagram.com/shannensp_/,THE RUM SHACK,FRIDAY,04:00 - 05:00,,,https://www.last.fm/music/Shannen+SP,SHANNEN SP
Raji Rags,https://www.instagram.com/rajirags/ https://www.instagram.com/shannensp_/,THE RUM SHACK,FRIDAY,04:00 - 05:00,,,https://www.last.fm/music/Raji+Rags,RAJI RAGS
Danielle,,THE LEVELS,THURSDAY,18:00 - 19:30,The atmospheric electronic soundscapes of Shanti Celeste back to back with Danielle who draws stylistic divides to create her own instinctive groove.,8b42be41-94d4-4e6d-a525-7dd0ca1f635f,https://www.last.fm/music/Danielle,DANIELLE
Shelf Lives,https://www.shelflives.co,GREENPEACE,SATURDAY,15:30 - 16:15,,,https://www.last.fm/music/Shelf+Lives,SHELF LIVES
Sherelle,https://www.instagram.com/sherelle_/,ARCADIA,FRIDAY,02:00 - 03:00,,,https://www.last.fm/music/Sherelle,SHERELLE
Sherika Sherard,https://www.sherikasherard.com,TOAD HALL,FRIDAY,14:45 - 15:30,,ab23f03d-a9c3-44a9-9394-8879163d6ae8,https://www.last.fm/music/Sherika+Sherard,SHERIKA SHERARD
Shosh,http://shosh (@shosh_ukg) | instagram,NOWHERE,FRIDAY,21:00 - 22:00,,,https://www.last.fm/music/Shosh,SHOSH
ShowHawk Duo,https://www.facebook.com/showhawkduo/about?locale=en_gb,TOAD HALL,SATURDAY,16:15 - 17:00,,,https://www.last.fm/music/ShowHawk+Duo,SHOWHAWK DUO
Shy FX,https://www.instagram.com/shyfx/,ARCADIA,SUNDAY,23:30 - 00:30,,ee459bd7-9768-4cc2-9452-a09700c4aeaa,https://www.last.fm/music/Shy+FX,SHY FX
Stamina MC,https://www.instagram.com/shyfx/,ARCADIA,SUNDAY,23:30 - 00:30,,,https://www.last.fm/music/Stamina+MC,STAMINA MC
ShyGirl,https://shygirl.tv/,THE PARK STAGE,FRIDAY,19:45 - 20:45,"Sound mash up from the UK rapper who throws hip hop, grime and deconstructed club sounds into the mix.",,https://www.last.fm/music/ShyGirl,SHYGIRL
Sicaria,,THE LEVELS,SATURDAY,18:00 - 18:45,System-shaking sub-bass and percussion from Sicaria who’ll be joined by MC P Money for the second part of her set.,,https://www.last.fm/music/Sicaria,SICARIA
Nooriyah,,STONEBRIDGE BAR,FRIDAY,00:30 - 02:00,,,https://www.last.fm/music/Nooriyah,NOORIYAH
Silky Disturbance,,SMALL WORLD STAGE,SUNDAY,18:45 - 19:45,,,https://www.last.fm/music/Silky+Disturbance,SILKY DISTURBANCE
Simo Cell,https://ra.co/dj/simocell,IICON,SUNDAY,20:00 - 21:15,,,https://www.last.fm/music/Simo+Cell,SIMO CELL
Sister Suzie,https://www.facebook.com/123ganradge/?locale=en_gb,THE ROCKET LOUNGE,THURSDAY,20:00 - 21:00,,,https://www.last.fm/music/Sister+Suzie,SISTER SUZIE
Skepta,https://www.instagram.com/skepta/,ARCADIA,SATURDAY,00:00 - 01:00,,38474d18-9204-4f60-a137-1fcc6750b869,https://www.last.fm/music/Skepta,SKEPTA
Jammer,https://www.instagram.com/skepta/,ARCADIA,SATURDAY,00:00 - 01:00,,f5ff0462-9105-4512-a121-3ccd6a308899,https://www.last.fm/music/Jammer,JAMMER
Skindred,https://webstore.earache.com/skindred,TRUTH STAGE,THURSDAY,23:45 - 00:45,,36e371e9-e76b-4b66-b813-e1d1af6d7128,https://www.last.fm/music/Skindred,SKINDRED
Skinny Pelembe,https://www.instagram.com/skinnypelembe/?hl=en,WEST HOLTS STAGE,SUNDAY,11:00 - 12:00,"Genre-mashing, forward-facing music from the South African born producer and singer coming off the back of his second album ‘Hardly The Same Snake’.",,https://www.last.fm/music/Skinny+Pelembe,SKINNY PELEMBE
Skream,https://www.instagram.com/skreamizm/    // https://www.instagram.com/interplanetary_criminal93,ARCADIA,SATURDAY,01:00 - 02:00,,fb5ee67e-e31a-40cf-8b06-5f1a0f53529a,https://www.last.fm/music/Skream,SKREAM
Interplanetary Criminal,https://www.instagram.com/skreamizm/    // https://www.instagram.com/interplanetary_criminal93,ARCADIA,SATURDAY,01:00 - 02:00,,,https://www.last.fm/music/Interplanetary+Criminal,INTERPLANETARY CRIMINAL
Slamboree,https://www.slamboree.co.uk/,SENSATION SEEKERS STAGE,THURSDAY,22:48 - 23:48,,,https://www.last.fm/music/Slamboree,SLAMBOREE
Sleaze,https://www.facebook.com/wearesleaze/?locale=en_gb,STRUMMERVILLE,THURSDAY,23:00 - 23:45,,1ec19305-451d-4dea-8f78-d9166691bc3e,https://www.last.fm/music/Sleaze,SLEAZE
Slick,,STRUMMERVILLE,SUNDAY,23:00 - 23:30,,bb17ac82-beec-4830-bbec-1475e9357fec,https://www.last.fm/music/Slick,SLICK
Smash Hits,,NOWHERE,THURSDAY,14:00 - 15:00,,,https://www.last.fm/music/Smash+Hits,SMASH HITS
Smoove,https://smooveandturrell.com/,TRUTH STAGE,FRIDAY,17:30 - 18:30,,9ec6292d-b946-4945-84d6-0f9861a2a24c,https://www.last.fm/music/Smoove,SMOOVE
Snazzback,https://snazzback.bandcamp.com/album/ruins-everything,THE BANDSTAND,FRIDAY,19:30 - 20:30,,,https://www.last.fm/music/Snazzback,SNAZZBACK
Soichi Terada,,THE WOW,SUNDAY,18:00 - 19:30,Electronic musician from Japan who’s been nurturing his own “charming” house sounds for some time.,,https://www.last.fm/music/Soichi+Terada,SOICHI TERADA
Solar + Mozhgan,,THE WOW,THURSDAY,21:00 - 22:30,"Two US imports; Solar, a staple of the Bay Area’s underground scene with Mozhgan’s passion for contemporary, dark, and mysterious sounds.",,https://www.last.fm/music/Solar+%252B+Mozhgan,SOLAR + MOZHGAN
Solstice,https://www.solsticeprog.uk,TOAD HALL,SATURDAY,23:00 - 23:50,,f40d2ad4-187f-40e7-9a9f-6bae9f3e9286,https://www.last.fm/music/Solstice,SOLSTICE
Sonia Stein,https://www.instagram.com/soniasteinmusic/?hl=en,STRUMMERVILLE,SATURDAY,14:00 - 14:30,,,https://www.last.fm/music/Sonia+Stein,SONIA STEIN
Sonido Tupinamba,,HMS SWEET CHARITY,THURSDAY,00:30 - 02:00,,,https://www.last.fm/music/Sonido+Tupinamba,SONIDO TUPINAMBA
Sonwah,,BLIND TIGER,SUNDAY,18:00 - 19:00,,,https://www.last.fm/music/Sonwah,SONWAH
Sophie Ellis-Bextor,https://sophieellisbextor.net/,PYRAMID STAGE,SUNDAY,12:15 - 13:00,"The queen of kitchen disco and, of course Murder On The Dancefloor’, gets the party started on the back of her just released new album ‘Hana’.",c4b87e45-c07a-460f-9c58-8d15328e2964,https://www.last.fm/music/Sophie+Ellis-Bextor,SOPHIE ELLIS-BEXTOR
Sparks,https://allsparks.com/,THE PARK STAGE,FRIDAY,21:15 - 22:15,Legendary electronic duo with a catalogue of quirky pop hits and fans from Macca and Franz Ferdinand to New Order.,f319b57a-a494-40f6-a467-3d196d3484e6,https://www.last.fm/music/Sparks,SPARKS
Speakers Corner Quartet,https://www.instagram.com/speakerscornerquartet/?hl=en-gb,WEST HOLTS STAGE,SUNDAY,15:30 - 16:30,"A very special performance from this South London supergroup with guests including Kae Tempest, Shabaka Hutchings, Tirzah and many more.",21c74564-e788-4a27-8894-e0f730a63635,https://www.last.fm/music/Speakers+Corner+Quartet,SPEAKERS CORNER QUARTET
SPFDJ,https://www.instagram.com/spfd.j/,THE TEMPLE,FRIDAY,03:30 - 04:45,,,https://www.last.fm/music/SPFDJ,SPFDJ
Splinters,,THE BANDSTAND,FRIDAY,14:00 - 14:40,,7c14965d-e999-4b11-8380-b8897dd6fb16,https://www.last.fm/music/Splinters,SPLINTERS
Spyro,https://instagram.com/yesspyro?igshid=ymmymta2m2y=,THE SALON CAROUSEL,SATURDAY,00:00 - 01:00,,5b0e883f-7e88-4f0c-ab81-4aee8fee256c,https://www.last.fm/music/Spyro,SPYRO
Stacky,https://www.instagram.com/stacky/,VILLAGE INN,THURSDAY,16:00 - 18:00,,,https://www.last.fm/music/Stacky,STACKY
Stanlaey,https://www.stanlaey.com,THE BANDSTAND,FRIDAY,11:45 - 12:15,,,https://www.last.fm/music/Stanlaey,STANLAEY
Stanton Warriors,https://soundcloud.com/stantonwarriors,RABBIT HOLE'S FUNKINGHAM PALACE,SATURDAY,01:00 - 02:30,,ba07d1f0-9839-43f5-b88e-f4b93b6b05f1,https://www.last.fm/music/Stanton+Warriors,STANTON WARRIORS
Star Feminine Band,https://www.instagram.com/starfeminineband/?hl=en,WEST HOLTS STAGE,FRIDAY,11:30 - 12:30,"A militant but joyful sound from these young girls from Benin, celebrating freedom, optimism and the emancipation of African women.",,https://www.last.fm/music/Star+Feminine+Band,STAR FEMININE BAND
Star One,http://star.one (@staroneuk) • instagram photos and videos,NOWHERE,SATURDAY,22:00 - 23:00,,fdd7d127-b682-450f-bdae-5768531cd0ed,https://www.last.fm/music/Star+One,STAR ONE
Stefflon Don,https://officialstefflondon.com/,PYRAMID STAGE,FRIDAY,14:45 - 15:45,"MOBO-winning British rapper who has worked with Nile Rogers, Sean Paul and Skepta while amassing millions of hits for her own dancehall-tinged R&B.",,https://www.last.fm/music/Stefflon+Don,STEFFLON DON
Steve Davis,https://www.facebook.com/kavustorab,GLADE DOME,FRIDAY,01:25 - 02:55,,f864d021-81bc-4784-b0c0-85e11890249e,https://www.last.fm/music/Steve+Davis,STEVE DAVIS
Steve Earle,http://steveearle.com,ACOUSTIC STAGE,FRIDAY,20:00 - 21:00,"Legendary purveyor of gritty Americana, a Grammy award winner and Nashville Songwriters Hall of Fame inductee, no less.",ec863030-7c13-45a3-a025-a69195d3a020,https://www.last.fm/music/Steve+Earle,STEVE EARLE
Steve Knightley,https://showofhands.co.uk,TOAD HALL,SATURDAY,21:00 - 21:45,,a55de1a0-cde9-4db5-ae7b-fc24aa9ad685,https://www.last.fm/music/Steve+Knightley,STEVE KNIGHTLEY
Steven Julien,https://www.instagram.com/stevenjulien/?hl=en,SAN REMO,FRIDAY,17:30 - 19:00,,,https://www.last.fm/music/Steven+Julien,STEVEN JULIEN
Stone,https://www.stone.band/,BBC MUSIC INTRODUCING,FRIDAY,19:00 - 19:30,Often bruising Scouse punk with a side of bottled-up chaos inspired by a whole host of alt rock legends and the times we live in.,da96f5e9-ea45-4953-8ec6-507bc58f6c7c,https://www.last.fm/music/Stone,STONE
storm mollison,,STONEBRIDGE BAR,THURSDAY,18:00 - 19:00,,,https://www.last.fm/music/storm+mollison,STORM MOLLISON
Sub Focus,https://www.instagram.com/subfocus/ https://www.instagram.com/dimension/,THE TEMPLE,SUNDAY,00:00 - 01:00,,8cf49f40-b8fe-4a63-b4ea-f922d6145bb4,https://www.last.fm/music/Sub+Focus,SUB FOCUS
Sub Focus B2B Dimension,https://www.instagram.com/subfocus/ https://www.instagram.com/dimension/,THE TEMPLE,SUNDAY,00:00 - 01:00,,,https://www.last.fm/music/Sub+Focus+B2B+Dimension,SUB FOCUS B2B DIMENSION
Dimension,https://www.instagram.com/subfocus/ https://www.instagram.com/dimension/,THE TEMPLE,SUNDAY,00:00 - 01:00,,e9a583d6-754c-43d1-9462-0a73562bd717,https://www.last.fm/music/Dimension,DIMENSION
Subb-an,https://www.instagram.com/subb_an/,GREENPEACE,SATURDAY,22:45 - 00:00,,8d71f0c4-ef49-4c9f-9cd3-1e6cfd471e6c,https://www.last.fm/music/Subb-an,SUBB-AN
Sudan Archives,https://sudanarchives.com/,WEST HOLTS STAGE,SATURDAY,14:30 - 15:30,The release of ‘Natural Brown Prom Queen’ has catapulted the LA based artist into the mainstream. Her bass-quaking live sets are something really special.,,https://www.last.fm/music/Sudan+Archives,SUDAN ARCHIVES
Sugarbear,"https://www.instagram.com/habanawax_records/?hl=en
 https://www.facebook.com/thenycdownlow/photos/a.3024906544259089/3635530256530045/?type=3",THE MEAT RACK,FRIDAY,04:30 - 06:00,,20482405-11b7-4dbb-a05e-44461d41effb,https://www.last.fm/music/Sugarbear,SUGARBEAR
Sun Kings,https://soundcloud.com/user-909871868,THE BANDSTAND,THURSDAY,22:40 - 23:30,,5814cc1d-0a69-4424-8046-b22349fe0580,https://www.last.fm/music/Sun+Kings,SUN KINGS
Surf Jaz,https://www.youtube.com/watch?v=anogior0hpw,MANDALA STAGE,FRIDAY,19:00 - 20:00,,,https://www.last.fm/music/Surf+Jaz,SURF JAZ
Surusinghe,,STONEBRIDGE BAR,SATURDAY,04:00 - 05:00,,,https://www.last.fm/music/Surusinghe,SURUSINGHE
Syreeta,,STONEBRIDGE BAR,THURSDAY,20:30 - 22:00,,da0f9080-8347-4323-88e4-560de540bc50,https://www.last.fm/music/Syreeta,SYREETA
System Olympia,https://www.instagram.com/systemolympia/,SAN REMO,SATURDAY,15:30 - 17:00,,,https://www.last.fm/music/System+Olympia,SYSTEM OLYMPIA
SYZ,https://www.instagram.com/olisyz/,BABYLON UPRISING,SATURDAY,01:00 - 02:00,,,https://www.last.fm/music/SYZ,SYZ
T. Jacques,https://ra.co/dj/tjacques,THE MEAT RACK,SUNDAY,03:30 - 05:00,,,https://www.last.fm/music/T.+Jacques,T. JACQUES
T>I,https://www.instagram.com/the_infuriator/ https://www.instagram.com/dminds__/,THE TEMPLE,SUNDAY,02:00 - 03:00,,99293b16-0e27-4d94-bc27-5aff85397b25,https://www.last.fm/music/T%3EI,T>I
TAAHLIAH,,THE LEVELS,SUNDAY,20:00 - 21:30,DJ and producer renowned for laying warped vocals onto hard dance tracks and morphing mainstream pop tunes into experimental anthems.,,https://www.last.fm/music/TAAHLIAH,TAAHLIAH
Taliesin,https://fanlink.to/taliesin,THE RABBIT HOLE,FRIDAY,13:45 - 14:15,,a6b0a376-c8c5-4d09-a48d-227f386e4c98,https://www.last.fm/music/Taliesin,TALIESIN
Tanukichi,https://soundcloud.com/tanukichi,THE SALON CAROUSEL,SATURDAY,02:00 - 03:00,,27c9756a-b8e1-40a8-b5a9-78bd4dfb970e,https://www.last.fm/music/Tanukichi,TANUKICHI
Tash LC,https://ra.co/dj/tash-lc,IICON,FRIDAY,04:30 - 06:00,,,https://www.last.fm/music/Tash+LC,TASH LC
Tautumeitas,https://www.tautumeitas.lv/home,TOAD HALL,SATURDAY,00:15 - 01:30,,,https://www.last.fm/music/Tautumeitas,TAUTUMEITAS
Telmary,https://www.instagram.com/_telmary_/,THE RUM SHACK,FRIDAY,23:45 - 00:30,,f15605dd-5e05-4f6c-a26d-a7512e7b3850,https://www.last.fm/music/Telmary,TELMARY
Texas,https://www.texas.uk.com/,PYRAMID STAGE,FRIDAY,16:15 - 17:15,Rekindling their 90s alt-rock success with further twists as heard on their most recent album ‘Hi’ featuring collaborations with Ghostface Killah of Wu-Tang Clan among others.,7289d10d-d8d2-41ff-8308-c56ec9346e07,https://www.last.fm/music/Texas,TEXAS
The Baghdaddies,https://www.baghdaddies.com/,THE BANDSTAND,SATURDAY,00:00 - 01:00,,96be4676-41de-4a62-be06-acf0a7a35da2,https://www.last.fm/music/The+Baghdaddies,THE BAGHDADDIES
The Beatbox Collective,https://www.thebeatboxcollective.com/,GREENPEACE,SUNDAY,17:00 - 17:40,,,https://www.last.fm/music/The+Beatbox+Collective,THE BEATBOX COLLECTIVE
The Beatles Dub Club,https://www.instagram.com/beatlesdubclub/?hl=en,TRUTH STAGE,THURSDAY,19:30 - 20:00,,,https://www.last.fm/music/The+Beatles+Dub+Club,THE BEATLES DUB CLUB
The Blessed Madonna,https://tbm.theblessedmadonna.co.uk/,GENOSYS SOUND SYSTEM,FRIDAY,00:00 - 02:00,,,https://www.last.fm/music/The+Blessed+Madonna,THE BLESSED MADONNA
The Bootleg Beatles,https://www.facebook.com/bootlegbeatles,ACOUSTIC STAGE,SUNDAY,18:30 - 19:30,The Fab Four experience replicated pitch perfect from suits to quips on a magical mystery tour like nothing else.,,https://www.last.fm/music/The+Bootleg+Beatles,THE BOOTLEG BEATLES
The Burning Glass,https://theburningglass.co.uk/,THE LIZARD STAGE,WEDNESDAY,22:00 - 23:00,,4494c0e2-4cf9-4ace-b236-d048172d33d0,https://www.last.fm/music/The+Burning+Glass,THE BURNING GLASS
The Busy Twist,,CROISSANT NEUF,FRIDAY,23:30 - 00:30,,83cf6369-49fe-42f7-8573-36e551e889e7,https://www.last.fm/music/The+Busy+Twist,THE BUSY TWIST
The Carry Nation,https://ra.co/dj/thecarrynation,NYC DOWNLOW,THURSDAY,01:30 - 02:55,,da26313c-46be-42e8-8f53-6485523393eb,https://www.last.fm/music/The+Carry+Nation,THE CARRY NATION
The Cheshire Cat,,RABBIT HOLE'S FUNKINGHAM PALACE,SUNDAY,01:30 - 02:30,,,https://www.last.fm/music/The+Cheshire+Cat,THE CHESHIRE CAT
The Chicks,https://thechicks.com/,PYRAMID STAGE,SUNDAY,13:30 - 14:30,"Always vocal and courageous in their comments, an American country trio who’ve blossomed in recent years, re-introducing a far sharper edge to their traditional genre.",cdcd2b97-49e6-4305-be94-ae358bf00ab9,https://www.last.fm/music/The+Chicks,THE CHICKS
The Churnups,,PYRAMID STAGE,FRIDAY,18:15 - 19:30,,,https://www.last.fm/music/The+Churnups,THE CHURNUPS
The Comet Is Coming,https://www.thecometiscoming.co.uk/,THE PARK STAGE,FRIDAY,18:15 - 19:15,"Psychedelic, cosmic jazz rave from this psych-tinged trio who emerged on the UK jazz scene of a few years back but have traversed genres ever since.",,https://www.last.fm/music/The+Comet+Is+Coming,THE COMET IS COMING
The Crease,,HMS SWEET CHARITY,SATURDAY,01:30 - 02:30,,,https://www.last.fm/music/The+Crease,THE CREASE
The Damned,https://www.officialdamned.com,AVALON STAGE,FRIDAY,23:05 - 00:20,"The greatest surviving British punk band; the most spiritually chaotic of all their peers, still smashing it up in all their ramshackle fury.",77d21c13-846f-4f48-9546-873949eff6ae,https://www.last.fm/music/The+Damned,THE DAMNED
The Dead Reds,,SMALL WORLD STAGE,FRIDAY,21:00 - 22:00,,,https://www.last.fm/music/The+Dead+Reds,THE DEAD REDS
The Disapointments,https://www.thedisappointments.co.uk/,THE GATEWAY,SATURDAY,14:20 - 15:05,,,https://www.last.fm/music/The+Disapointments,THE DISAPOINTMENTS
The Disappointments,https://thedisappointments.co.uk,CROISSANT NEUF BANDSTAND,THURSDAY,18:00 - 19:00,,73757f74-acdc-42e8-bb2e-c3b0e5540673,https://www.last.fm/music/The+Disappointments,THE DISAPPOINTMENTS
The Egg,https://soundcloud.com/the_egg,THE RABBIT HOLE,SUNDAY,01:00 - 02:30,,6fe91ae9-8ddb-47b0-a2d7-252833ce5500,https://www.last.fm/music/The+Egg,THE EGG
The Fierce,https://friskyonline.co.uk/,SENSATION SEEKERS STAGE,THURSDAY,21:35 - 22:20,,,https://www.last.fm/music/The+Fierce,THE FIERCE
The Fabulous,https://friskyonline.co.uk/,SENSATION SEEKERS STAGE,THURSDAY,21:35 - 22:20,,57e61909-25e6-4926-ad93-de4a4c581746,https://www.last.fm/music/The+Fabulous,THE FABULOUS
The Flamenco Thief,,SMALL WORLD STAGE,FRIDAY,14:15 - 15:15,,,https://www.last.fm/music/The+Flamenco+Thief,THE FLAMENCO THIEF
