BOXCAR JOE STROUZER,,THE LIZARD STAGE,FRIDAY,21:00 - 22:00
BRAMBLE FM,http://www.foolsparadise.co.uk/companies/bramblefm/bramblefm/,GLEBELAND,FRIDAY,12:30 - 15:30
BRAMBLE FM,http://www.foolsparadise.co.uk/companies/bramblefm/bramblefm/,GLEBELAND,SATURDAY,15:30 - 18:30
BRAMBLE FM,http://www.foolsparadise.co.uk/companies/bramblefm/bramblefm/,GLEBELAND,SUNDAY,15:30 - 18:30
BRASS FUNKEYS,,THE HOUSE OF COME ONS,SUNDAY,23:15 - 00:15
BRAWTHER & TRISTAN DA CUNHA,,GENOSYS,FRIDAY,02:30 - 04:30
BRIAN BOOTHBY,http://www.brianboothby.co.uk/,MANDALA STAGE,WEDNESDAY,23:00 - 00:00
BRIAN BOOTHBY,http://www.brianboothby.co.uk/,MANDALA STAGE,FRIDAY,23:00 - 00:00
BRISTOL SOUL TRAIN,,VILLAGE INN,THURSDAY,19:00 - 21:00
BROADER THAN BROADWAY,https://www.facebook.com/events/701598736635253/,STONEBRIDGE,FRIDAY,22:00 - 23:30
BUFFO'S WAKE,http://buffoswake.co.uk/,HELL STAGE,SATURDAY,20:10 - 20:55
BUFFO'S WAKE,,THE LIZARD STAGE,THURSDAY,21:30 - 22:30
BUFFO'S WAKE,http://www.buffoswake.co.uk/,THE BANDSTAND,FRIDAY,17:10 - 18:00
BUFFOS WAKE,http://www.buffoswake.co.uk/,SMALL WORLD STAGE,SATURDAY,21:45 - 22:45
BUFFO’S WAKE,,THE HOUSE OF COME ONS,FRIDAY,00:00 - 01:00
"BUGGED OUT! + THE SOCIAL PRESENTS BEN UFO B2B JOY ORBISON, HOT CHIP DJS, NIC TASKER + MORE",https://www.facebook.com/events/701598736635253/,STONEBRIDGE,FRIDAY,23:30 - 05:00
BUGGED OUT'S LITTLE BUGGER,http://www.buggedout.net/,THE BEAT HOTEL,FRIDAY,13:30 - 15:00
BUMBLING LOONS,https://soundcloud.com/dicktrevor/bumbling-loons-shimmer-sample,GLADE LOUNGE,SATURDAY,21:00 - 22:00
BURLESQUE- HOSTED BY RUBY JONES,http://rubyyyjones.com,THE BREAD AND ROSES,FRIDAY,01:00 - 01:45
BURLESQUE- HOSTED BY RUBY JONES,http://rubyyyjones.com,THE BREAD AND ROSES,SATURDAY,01:00 - 01:45
BURT BACHARACH,http://bacharachonline.com/,PYRAMID STAGE,SATURDAY,16:30 - 17:30
BURTLE SILVER BAND,http://www.burtlesilverband.co.uk/,PYRAMID STAGE,SUNDAY,11:00 - 11:40
BUTTONED DOWN DISCO,http://www.buttoneddowndisco.com/,WILLIAM'S GREEN,SUNDAY,23:00 - 02:30
BUZZCOCKS,http://www.buzzcocks.com/site/index.html,LEFT FIELD,SUNDAY,21:00 - 22:00
CAL JADER (MOVIMIENTOS),http://HTTP://WWW.MOVIMIENTOS.ORG.UK/,HMS SWEET CHARITY,SUNDAY,23:30 - 00:00
CAL JADER (MOVIMIENTOS),http://www.movimientos.org.uk/,HMS SWEET CHARITY,THURSDAY,23:30 - 00:00
CAL JADER,,GREENPEACE/ THE ENGINE ROOM,SUNDAY,02:00 - 03:00
CALICO JACK,http://www.calicojacksboat.co.uk/,SMALL WORLD STAGE,FRIDAY,20:15 - 21:15
CALICO JACK,,ANCIENT FUTURES,SATURDAY,23:00 - 00:30
CALICO JACK,http://calicojacksboat.co.uk/,THE BANDSTAND,SUNDAY,16:00 - 16:50
CAM SCOTT,,ANCIENT FUTURES,FRIDAY,14:00 - 15:30
CAPTAIN CACTUS & THE SCREAMING HARLOTS,,AVALON CAFÉ STAGE,SATURDAY,13:30 - 14:15
CAPTAIN CATCUS & THE SCREAMING HARLOTS,,THE SPIKE,Saturday,18:00 - 19:00
CAPTAIN RUIN,http://www.captainruin.com,THE PAVEMENT,FRIDAY,16:10 - 16:40
CAPTAIN RUIN,http://www.captainruin.com,THE PAVEMENT,SATURDAY,16:10 - 16:40
CAPTAIN RUIN,http://www.captainruin.com,THE PAVEMENT,SUNDAY,16:10 - 16:40
CAPTIAN RUIN,http://www.captainruin.com,A LITTLE MORE SENSATION,FRIDAY,14:35 - 15:05
CAPTIAN RUIN,http://www.captainruin.com,A LITTLE MORE SENSATION,SATURDAY,14:35 - 15:05
CAPTIAN RUIN,http://www.captainruin.com,A LITTLE MORE SENSATION,SUNDAY,14:35 - 15:05
CARA DILLON,http://www.caradillon.co.uk/,AVALON STAGE,FRIDAY,17:15 - 18:15
CARIBOU,http://www.caribou.fm/,WEST HOLTS,FRIDAY,20:30 - 21:30
CARNIVAL COLLECTIVE,http://www.carnivalcollective.org,SMALL WORLD STAGE,SATURDAY,12:45 - 01:45
CAROUSELS AND LIMOUSINES,http://www.carouselsandlimousines.co.uk,AVALON CAFÉ STAGE,FRIDAY,13:30 - 14:15
CASPA,https://soundcloud.com/caspaofficial,THE CAVE,SATURDAY,03:00 - 04:00
CASSETTEBOY AND DJ RUBBISH,http://www.youtube.com/user/cassetteboy,GLADE,SUNDAY,13:20 - 14:00
CATE FERRIS,http://www.cateferris.wix.com/cate-ferris,TOAD HALL,FRIDAY,22:30 - 23:30
CATE FERRIS,http://www.cateferris.com,THE BREAD AND ROSES,THURSDAY,19:30 - 20:15
CATFISH AND THE BOTTLEMEN,http://www.catfishandthebottlemen.com/,OTHER STAGE,FRIDAY,15:00 - 16:00
CATZ'N DOGZ (PETS RECORDING,https://www.facebook.com/catzndogz.official,WOW!,FRIDAY,23:00 - 01:00
CELESTE LOVICK,http://www.shelteringtree.co.uk/,MANDALA STAGE,WEDNESDAY,16:00 - 17:00
CELESTE LOVICK,http://www.shelteringtree.co.uk/,MANDALA STAGE,FRIDAY,16:00 - 17:00
CELT ISLAM,https://soundcloud.com/celt-islam,THE CAVE,SATURDAY,05:00 - 06:00
CELT ISLAM,https://soundcloud.com/celt-islam,THE RUM SHACK,FRIDAY,05:00 - 06:00
CERRONE,,GENOSYS,THURSDAY,21:30 - 23:00
CHAINSKA  BRASSIKA,http://www.chainskabrassika.com,THE BANDSTAND,THURSDAY,22:30 - 23:30
CHAINSKA BRASSICA,http://www.chainskabrassika.com/Bio.html,THE ROCKET LOUNGE,Sunday,04:00 - 05:00
CHAINSKA BRASSIKA,http://www.chainskabrassika.com,CROISSANT NEUF,FRIDAY,01:00 - 02:00
CHAINSKA BRASSIKA,http://www.chainskabrassika.co,AVALON CAFÉ STAGE,THURSDAY,01:30 - 03:00
CHAINSKA BRASSIKA,http://www.chainskabrassika.com/,THE RUM SHACK,SUNDAY,00:00 - 01:00
CHANNEL ONE - SOUNDSYSTEM,http://channelonesoundsystem.com/,THE CAVE,FRIDAY,03:00 - 05:00
CHARLI XCX,http://www.charlixcxmusic.com/,JOHN PEEL STAGE,SUNDAY,17:50 - 18:35
CHELSEA WILSON,http://www.chelseawilson.com.au/,RABBIT HOLE,SUNDAY,20:00 - 21:00
CHELSEA WILSON,http://chelseawilson.com.au/,LA PUSSY PARLURE,SUNDAY,15:45 - 16:45
CHELSEY CHAMBERS,https://www.facebook.com/chelseychambersmusic,ACOUSTIC STAGE,SATURDAY,12:00 - 12:40
CHESTER P,http://realtalk-records.com/,SALON CAROUSEL,FRIDAY,02:00 - 03:00
CHET FAKER,http://chetfaker.com/,JOHN PEEL STAGE,FRIDAY,16:00 - 16:40
CHILDHOOD,http://www.childhoodband.com/,WILLIAM'S GREEN,SATURDAY,13:30 - 14:10
CHINESE LION,,THE PAVEMENT,FRIDAY,10:00 - 10:10
CHINESE LION,,THE PAVEMENT,SATURDAY,10:00 - 10:10
CHINESE LION,,THE PAVEMENT,SUNDAY,10:00 - 10:10
CHINESE LION,,GLEBELAND,FRIDAY,17:00 - 17:10
CHINESE LION,,GLEBELAND,SATURDAY,17:00 - 17:10
CHINESE LION,,GLEBELAND,SUNDAY,17:00 - 17:10
CHINESE LION,,BELLA'S FIELD,FRIDAY,17:20 - 17:40
CHINESE LION,,BELLA'S FIELD,SATURDAY,17:20 - 17:40
CHINESE LION,,BELLA'S FIELD,SUNDAY,17:20 - 17:40
CHRIS COCO,http://www.melodicarecordings.com/artist/chris-coco,THE BEAT HOTEL,SATURDAY,15:00 - 16:30
CHRIS COLLINS,https://soundcloud.com/chris-collins-78,BEZ'S ACID HOUSE,SATURDAY,05:00 - 06:00
CHRIS ELLIS,http://www.shelteringtree.co.uk/,MANDALA STAGE,WEDNESDAY,22:00 - 23:00
CHRIS ELLIS,http://www.shelteringtree.co.uk/,MANDALA STAGE,FRIDAY,22:00 - 23:00
CHRIS ELLIS,http://www.shelteringtree.co.uk/,MANDALA STAGE,SUNDAY,17:00 - 18:00
CHRISTY MOORE,http://www.christymoore.com,ACOUSTIC STAGE,FRIDAY,21:30 - 23:00
CHRONIXX,http://chronixxmusic.com,PYRAMID STAGE,FRIDAY,12:00 - 12:40
CIARAN LAVERY,http://www.ciaranlaverymusic.com,AVALON CAFÉ STAGE,FRIDAY,14:30 - 15:15
CIARAN LAVERY,http://www.ciaranlaverymusic.com,AVALON CAFÉ STAGE,SATURDAY,10:30 - 11:15
CIRCA WAVES,http://circawaves.com/,JOHN PEEL STAGE,FRIDAY,18:25 - 19:20
"CIRCOLOCO PRESENTS : APOLLONIA, DAMIAN LAZARUS, DAVIDE SQUILLACE, ELLEN ALLIEN, JAMIE JONES, MEES DIERDORP AND NICOLE MOUDABER",http://circoloco.ibiza-clubs.net/,THE BLUES,THURSDAY,19:40 - 03:00
CLANCY,,THE BEAT HOTEL,THURSDAY,20:00 - 22:00
CLASS - SALSA - ROBERT CHARLEMAGNE,http://robertcharlemagne.com/,GLASTO LATINO,FRIDAY,17:00 - 18:00
CLASS - SALSA - ROBERT CHARLEMAGNE,http://robertcharlemagne.com/,GLASTO LATINO,FRIDAY,15:00 - 16:00
CLASS - SALSA - ROBERT CHARLEMAGNE,http://robertcharlemagne.com/,GLASTO LATINO,SATURDAY,17:00 - 18:00
CLASS - SALSA - ROBERT CHARLEMAGNE,http://robertcharlemagne.com/,GLASTO LATINO,SATURDAY,13:00 - 14:00
CLASS - SALSA - ROBERT CHARLEMAGNE,http://robertcharlemagne.com/,GLASTO LATINO,SUNDAY,17:00 - 18:00
CLASS - SALSA - ROBERT CHARLEMAGNE,http://robertcharlemagne.com/,GLASTO LATINO,SUNDAY,15:00 - 16:00
CLASS REGGAETON - NIGEL MAY,,GLASTO LATINO,FRIDAY,18:00 - 19:00
CLASS REGGAETON - NIGEL MAY,,GLASTO LATINO,SATURDAY,18:00 - 19:00
CLASS REGGAETON - NIGEL MAY,,GLASTO LATINO,SUNDAY,18:00 - 19:00
CLASS SALSA - NIGEL MAY,,GLASTO LATINO,FRIDAY,13:00 - 14:00
CLASS SALSA - NIGEL MAY,,GLASTO LATINO,SATURDAY,15:00 - 16:00
CLASS SALSA - NIGEL MAY,,GLASTO LATINO,SUNDAY,13:00 - 14:00
CLASS TANGO - EDUARDO BOZZO,http://www.tangoalchemy.co.uk/,GLASTO LATINO,FRIDAY,16:00 - 17:00
CLASS TANGO - EDUARDO BOZZO,http://www.tangoalchemy.co.uk/,GLASTO LATINO,FRIDAY,14:00 - 15:00
CLASS TANGO - EDUARDO BOZZO,http://www.tangoalchemy.co.uk/,GLASTO LATINO,SATURDAY,16:00 - 17:00
CLASS TANGO - EDUARDO BOZZO,http://www.tangoalchemy.co.uk/,GLASTO LATINO,SATURDAY,14:00 - 15:00
CLASS TANGO - EDUARDO BOZZO,http://www.tangoalchemy.co.uk/,GLASTO LATINO,SUNDAY,16:00 - 17:00
CLASS TANGO - EDUARDO BOZZO,http://www.tangoalchemy.co.uk/,GLASTO LATINO,SUNDAY,14:00 - 15:00
CLEAN BANDIT,http://cleanbandit.co.uk/,OTHER STAGE,SATURDAY,17:35 - 18:35
CLUB DE FROMAGE,http://www.clubdefromage.com/,WILLIAM'S GREEN,FRIDAY,23:30 - 03:00
COASTS,http://coastscoastscoasts.tumblr.com/,JOHN PEEL STAGE,SATURDAY,13:00 - 13:40
COCO & THE BUTTERFIELDS,http://www.cocoandthebutterfields.com/,AVALON STAGE,SATURDAY,12:50 - 13:45
COCO AND THE BUTTERFIELDS,http://www.cocoandthebutterfields.com,AVALON CAFÉ STAGE,THURSDAY,00:00 - 01:00
COLD FEVER,http://coldfevermusic.co.uk/,BBC INTRODUCING,FRIDAY,14:30 - 14:55
COMEDY WITH PHILL JUPITUS,http://www.offthekerb.co.uk/phill-jupitus/,LEFT FIELD,FRIDAY,17:00 - 17:30
COMEDY WITH SHAPPI KHORSANDI,http://www.shappi.co.uk/,LEFT FIELD,SATURDAY,17:00 - 17:30
COMEDY WITH STEVE GRIBBIN,https://www.facebook.com/steve.gribbin.58,LEFT FIELD,SUNDAY,17:00 - 17:30
"CONGO NATTY FT. CONGO DUBZ, NANCI & PHOEBE",,ARCADIA,SATURDAY,22:00 - 23:00
CONTRABAND BREAKS ENSEMBLE,,THE BANDSTAND,SUNDAY,11:20 - 00:20
COPPERDOLLAR STAGE,,COPPERDOLLAR STAGE,WEDNESDAY,20:00 - 03:00
COPPERDOLLAR STAGE,,COPPERDOLLAR STAGE,THURSDAY,20:00 - 03:00
COPPERDOLLAR STAGE,,COPPERDOLLAR STAGE,FRIDAY,23:00 - 05:00
COPPERDOLLAR STAGE,,COPPERDOLLAR STAGE,SATURDAY,23:00 - 05:00
COPPERDOLLAR STAGE,,COPPERDOLLAR STAGE,SUNDAY,20:00 - 03:00
COUNT BOBO,http://www.countbobo.com/,THE BANDSTAND,THURSDAY,00:00 - 01:00
COURTEENERS,http://www.thecourteeners.com/,OTHER STAGE,FRIDAY,19:30 - 20:30
COURTNEY BARNETT,http://courtneybarnett.com.au,PYRAMID STAGE,SATURDAY,12:10 - 13:00
COURTNEY BARNETT,http://courtneybarnett.com.au,WILLIAM'S GREEN,SATURDAY,18:30 - 19:10
CRAIG CHARLES,http://bbc.co.uk/programmes/b0072ky7,HEAVEN,SUNDAY,01:00 - 03:00
"CRAIG RICHARDS AND FRIENDS BOAT PARTY: CRAIG RICHARDS, PROSUMER, FELIX DICKINSON, DAVE HARVEY AND CHRISTOPHE",https://www.facebook.com/CraigRichardsTheNothingSpecial,WOW!,SUNDAY,14:00 - 18:00
CREATURE FEATURE,http://www.creaturefeature.biz/,GLEBELAND,THURSDAY,15:00 - 15:30
CREATURE FEATURE,http://www.creaturefeature.biz/,GLEBELAND,FRIDAY,17:00 - 17:30
CREATURE FEATURE,http://www.creaturefeature.biz/,GLEBELAND,FRIDAY,15:00 - 15:30
CREATURE FEATURE,http://www.creaturefeature.biz/,GLEBELAND,FRIDAY,13:00 - 13:30
CREATURE FEATURE,http://www.creaturefeature.biz/,GLEBELAND,SATURDAY,17:00 - 17:30
CREATURE FEATURE,http://www.creaturefeature.biz/,GLEBELAND,SATURDAY,15:00 - 15:30
CREATURE FEATURE,http://www.creaturefeature.biz/,GLEBELAND,SATURDAY,13:00 - 13:30
CREATURE FEATURE,http://www.creaturefeature.biz/,GLEBELAND,SUNDAY,17:00 - 17:30
CREATURE FEATURE,http://www.creaturefeature.biz/,GLEBELAND,SUNDAY,15:00 - 15:30
CREATURE FEATURE,http://www.creaturefeature.biz/,GLEBELAND,SUNDAY,13:00 - 13:30
CRUCIAL & FRESH,http://www.crucialandfresh.com/,THE BEAT HOTEL,SATURDAY,13:30 - 15:00
CRUCIAL KENNEDY,,HEAVEN,SUNDAY,20:00 - 21:00
CULTURE SHOCK,,WANGO RILEY,SATURDAY,23:00 - 23:45
CUMBIA ALL STARS,http://www.cumbiaallstars.org/,WEST HOLTS,SUNDAY,16:00 - 17:00
CURTIS ELLER'S AMERICAN CIRCUS,http://www.curtiseller.com,THE BANDSTAND,SUNDAY,20:40 - 21:40
CURTIS ELLER'S AMERICAN CIRCUS,http://www.curtiseller.com,AVALON CAFÉ STAGE,SUNDAY,15:30 - 16:15
CUT A SHINE,http://www.cutashine.co.uk,THE BANDSTAND,THURSDAY,16:40 - 17:40
CUT CAPERS,http://www.cutcapers.com,CROISSANT NEUF,SATURDAY,01:00 - 02:00
CUT CAPERS,http://www.cutcapers.com,AVALON CAFÉ STAGE,THURSDAY,22:30 - 23:30
D'OXMAN,,LONDON UNDERGROUND,SUNDAY,22:00 - 00:00
D.A.V.E THE DRUMMER,https://soundcloud.com/dave-the-drummer,THE TEMPLE,FRIDAY,04:00 - 05:00
DA GAMBA,http://www.dagamba.eu,TOAD HALL,THURSDAY,23:15 - 00:15
DA GAMBA,http://www.dagamba.eu,TOAD HALL,SUNDAY,21:00 - 22:00
DAEMON OR DOPPLEGANGER,http://www.daemonordoppelganger.com,BELLA'S FIELD,FRIDAY,11:00 - 19:00
DAEMON OR DOPPLEGANGER,https://www.daemonordoppelganger.com,BELLA'S FIELD,SATURDAY,11:00 - 19:00
DAEMON OR DOPPLEGANGER,http://www.daemonordoppelganger.com,BELLA'S FIELD,SUNDAY,11:00 - 19:00
DAF WORKSHOP,,TOAD HALL,THURSDAY,12:00 - 12:50
DAF WORKSHOP,http://www.dagamba.eu,TOAD HALL,SATURDAY,12:00 - 12:45
DAGAMBA,http://dagamba.eu/the-band/,THE BANDSTAND,SATURDAY,15:00 - 15:40
DAMIAN LAZARUS & THE ANCIENT MOONS,http://damianlazarus.com/,SONIC,FRIDAY,17:15 - 18:15
DAN THE HAT,,THE PAVEMENT,SATURDAY,18:35 - 19:05
DAN THE HAT,,A LITTLE MORE SENSATION,SUNDAY,17:05 - 17:35
DANIEL MCKEE,http://www.kardistry.com,BELLA'S FIELD,FRIDAY,16:30 - 17:15
DANIEL MCKEE,http://www.kardistry.com,BELLA'S FIELD,FRIDAY,12:00 - 12:45
DANIEL MCKEE,http://www.kardistry.com,BELLA'S FIELD,SATURDAY,16:30 - 17:15
DANIEL MCKEE,http://www.kardistry.com,BELLA'S FIELD,SATURDAY,12:00 - 12:45
DANIEL MCKEE,http://www.kardistry.com,BELLA'S FIELD,SUNDAY,16:30 - 17:15
DANIEL MCKEE,http://www.kardistry.com,BELLA'S FIELD,SUNDAY,12:00 - 12:45
DANNY CHIVERS AND HIS RABBLE ROUSERS,http://www.adaisythroughconcrete.blogspot.co.uk,TOAD HALL,FRIDAY,17:30 - 18:15
DANZA DE GAUGAUS,,THE SUMMER HOUSE,FRIDAY,19:25 - 19:45
DANZA DE GAUGAUS,,THE SUMMER HOUSE,FRIDAY,17:50 - 18:10
DANZA DE GAUGAUS,,THE SUMMER HOUSE,FRIDAY,15:45 - 16:05
DANZA DE GAUGAUS,,THE SUMMER HOUSE,SATURDAY,19:25 - 19:45
DANZA DE GAUGAUS,,THE SUMMER HOUSE,SATURDAY,17:50 - 18:10
DANZA DE GAUGAUS,,THE SUMMER HOUSE,SATURDAY,15:45 - 16:05
DANZA DE GAUGAUS,,THE SUMMER HOUSE,SUNDAY,19:15 - 19:35
DANZA DE GAUGAUS,,THE SUMMER HOUSE,SUNDAY,17:40 - 18:00
DANZA DE GAUGAUS,,THE SUMMER HOUSE,SUNDAY,15:00 - 15:20
DARIUS,,THE DOWNLOW RADIO,SATURDAY,03:00 - 04:30
DARK SKY,https://www.facebook.com/darkskyuk,WOW!,SUNDAY,18:00 - 19:00
DAVE SEAMAN,http://www.djdaveseaman.com,GLADE LOUNGE,FRIDAY,01:15 - 03:00
DAVE TUNSTALL ( JOHN LANGAN BAND ) BAGPIPES OPENING CEREMONY,,GREENPEACE,WEDNESDAY,20:00 - 20:45
DAVOS,https://www.facebook.com/Davoslive,GLADE,SUNDAY,12:40 - 13:10
DAVOS,http://www.davosmusic.com,THE SPACEPORT,FRIDAY,17:30 - 18:30
DAX J,https://soundcloud.com/daxj,THE TEMPLE,FRIDAY,03:00 - 04:00
DC BREAKS,,ARCADIA,SATURDAY,00:30 - 01:30
DC BREAKS,https://soundcloud.com/dc-breaks-uk,THE TEMPLE,SATURDAY,05:00 - 06:00
DE FUEGO,http://defuego.co.uk/,SMALL WORLD STAGE,THURSDAY,16:00 - 15:00
DE FUEGO,,ANCIENT FUTURES,THURSDAY,18:30 - 19:30
DEADMAU5,http://www.deadmau5.com/,OTHER STAGE,SATURDAY,22:30 - 23:45
DEAN,,WANGO RILEY,SATURDAY,20:15 - 21:15
DEATH CAB FOR CUTIE,http://deathcabforcutie.com/home/,JOHN PEEL STAGE,SUNDAY,20:35 - 21:35
DEATH FROM ABOVE 1979,http://deathfromabove1979.com/,JOHN PEEL STAGE,SATURDAY,19:35 - 20:35
DECADENT TIMES (SWING DANCE CLASSES),,GREENPEACE,THURSDAY,11:00 - 12:30
DECADENT TIMES (SWING DANCE CLASSES),,GREENPEACE,THURSDAY,18:00 - 19:00
DECADENT TIMES (SWING DANCE CLASSES),,GREENPEACE,FRIDAY,11:00 - 12:00
DECADENT TIMES (SWING DANCE CLASSES),,GREENPEACE,FRIDAY,18:00 - 19:00
DECADENT TIMES (SWING DANCE CLASSES),,GREENPEACE,SATURDAY,11:00 - 12:00
DECADENT TIMES (SWING DANCE CLASSES),,GREENPEACE,SATURDAY,18:00 - 19:00
DECADENT TIMES (SWING DANCE CLASSES),,GREENPEACE,SUNDAY,11:00 - 12:00
DECADENT TIMES (SWING DANCE CLASSES),,GREENPEACE,SUNDAY,19:00 - 20:00
DECLAN MCKENNA,https://soundcloud.com/declan-mckenna/brazil-final,RABBIT HOLE,THURSDAY,19:00 - 19:30
DECLAN MCKENNA,http://declanmckenna.bandcamp.com/releases,WILLIAM'S GREEN,FRIDAY,10:45 - 11:15
DENAI MOORE,http://www.denaimoore.com/,THE PARK STAGE,SUNDAY,12:00 - 12:40
DENSE & PIKA,,GENOSYS,SUNDAY,21:30 - 23:00
DEPHECT,http://www.mixcloud.com/rob-dephect,THE SPACEPORT,FRIDAY,23:00 - 00:00
DEPUTY,,BABYLON UPRISING,FRIDAY,14:00 - 15:00
DEPUTY,,BABYLON UPRISING,SUNDAY,20:00 - 21:00
DERMOT O'LEARY,,RABBIT HOLE,FRIDAY,23:30 - 01:30
DERW THE DAMAJA,,BABYLON UPRISING,SUNDAY,17:30 - 19:00
DESIREE VAN DAALEN,http://www.levedeopera.nl,TOAD HALL,THURSDAY,16:00 - 16:30
"DESPERATE SOUNDSYSTEM FT JARVIS COCKER AND STEVE
MACKEY",https://www.facebook.com/events/701598736635253/,STONEBRIDGE,SATURDAY,18:00 - 20:00
DESPICABLE YOUTH B2B CYBIN,,BABYLON UPRISING,SATURDAY,15:00 - 16:00
DICKSTER,http://soundcloud.com/dicktrevor,GLADE LOUNGE,SATURDAY,01:15 - 03:00
DIEMANTLE AKA DIE & DISMANTLE,https://soundcloud.com/rinsefm/djdie190514,THE SPACEPORT,THURSDAY,01:45 - 03:00
DIGGA DICK,,BABYLON UPRISING,SATURDAY,14:00 - 15:00
DIGGING ROOTS,http://diggingrootsmusic.com/,GULLY,SATURDAY,14:15 - 15:15
DIGS & WHOOSH,,GENOSYS,FRIDAY,16:00 - 18:00
DIGS (DIY),,NYC DOWNLOW,WEDNESDAY,20:00 - 22:00
DIGS (DIY),,THE DOWNLOW RADIO,WEDNESDAY,23:00 - 00:30
DILA V & THE ODD BEATS,,THE LIZARD STAGE,SATURDAY,23:00 - 00:00
DILA V & THE ODDBEATS,,SMALL WORLD STAGE,SATURDAY,17:30 - 18:30
DILA V AND THE ODD BEATS,,GREENPEACE,FRIDAY,17:00 - 17:50
DILA V AND THE ODDBEATS,,HELL STAGE,SUNDAY,21:20 - 22:10
DILINJA,http://vlvmusic.com/index.php/artists/dillin,SALON CAROUSEL,SATURDAY,01:00 - 02:00
DIRTY DIKE + JAM BAXTER,http://www.high-focus.com,SALON CAROUSEL,FRIDAY,03:00 - 04:00
DIRTY DIKE + SAMMY B SIDE DJ SET,https://soundcloud.com/djsammybside,SALON CAROUSEL,SATURDAY,23:00 - 00:00
DIRTY HARRY - KINGBEAT SOUNDSYSTEM,,THE CAVE,FRIDAY,05:00 - 06:00
DISTANT PLANET DJS,,LONDON UNDERGROUND,THURSDAY,00:30 - 01:45
DJ ACE,http://www.djace.com/,THE BLUES,SATURDAY,19:30 - 21:00
DJ ANTZ,http://www.trustthedj.com/djantz,THE SPACEPORT,SATURDAY,15:00 - 18:00
DJ BADLY,https://www.facebook.com/dj.badly,THE BLUES,SATURDAY,12:30 - 14:00
DJ BEN BEN,,ANCIENT FUTURES,SUNDAY,01:30 - 03:00
DJ BOBBY PERSUADER,,THE HOUSE OF COME ONS,SATURDAY,23:00 - 00:00
DJ CHAMBER,,THE SPACEPORT,SUNDAY,18:00 - 19:00
DJ CHRIS TOFU,http://continentaldrifts.co.uk/music/band/247/DJ-Chris-Tofu,HEAVEN,SUNDAY,00:00 - 01:00
DJ CHRIS TOFU,,THE HOUSE OF COME ONS,THURSDAY,01:00 - 02:00
DJ CODE,https://www.facebook.com/djcode.fans,THE BLUES,SATURDAY,15:30 - 17:00
DJ CRASH & BURN,http://www.djcrashandburn.com/,HMS SWEET CHARITY,THURSDAY,01:00 - 02:00
DJ CRASH & BURN,http://www.djcrashandburn.com/,HMS SWEET CHARITY,SATURDAY,02:00 - 03:00
DJ CRASH & BURN,http://www.djcrashandburn.com/,HMS SWEET CHARITY,SUNDAY,00:30 - 01:00
DJ DANNY DISC,,HEDS PARTY IN SONIC,THURSDAY,04:00 - 07:00
DJ DETTA,https://soundcloud.com/dj-detta,THE SPACEPORT,SUNDAY,22:00 - 23:00
DJ EZ,http://www.djez.com/,WOW!,SATURDAY,01:00 - 02:00
DJ FLIGHT,,LONDON UNDERGROUND,FRIDAY,01:30 - 03:00
DJ GOOFY,,BABYLON UPRISING,THURSDAY,21:00 - 22:00
DJ GOOFY,,BABYLON UPRISING,SUNDAY,18:00 - 20:00
DJ HYPE,http://playaz.co.uk/artists/dj-hype/,THE BLUES,SATURDAY,21:00 - 22:30
DJ K-STARR,,THE HOUSE OF COME ONS,FRIDAY,22:00 - 23:00
DJ L'VERGE & DJ MIA,,TOLPUDDLE,THURSDAY,19:00 - 21:00
DJ L'VERGE & DJ MIA,,TOLPUDDLE,FRIDAY,21:00 - 23:00
DJ L'VERGE & DJ MIA,,TOLPUDDLE,SATURDAY,23:00 - 01:30
DJ L'VERGE & DJ MIA,,TOLPUDDLE,SUNDAY,19:00 - 21:00
DJ LOUIE LOUIE,,DELUXE DINER,Thursday,02:30 - 04:00
DJ LOUIE LOUIE,,DELUXE DINER,Friday,01:00 - 02:30
DJ MAG ALL STARS,,GREENPEACE/ THE ENGINE ROOM,THURSDAY,22:00 - 00:00
DJ MATARON,,SALON CAROUSEL,THURSDAY,20:00 - 21:00
DJ MISS MOLLY,,HMS SWEET CHARITY,FRIDAY,02:00 - 03:00
DJ MISS MOLLY,,HMS SWEET CHARITY,SUNDAY,00:00 - 00:30
DJ MISS PINK,,LONDON UNDERGROUND,FRIDAY,00:30 - 01:30
DJ ORIGI,,HEDS PARTY IN SONIC,FRIDAY,01:00 - 04:00
DJ OX,https://www.facebook.com/events/701598736635253/,STONEBRIDGE,SUNDAY,16:00 - 18:00
DJ PIERRE,,NYC DOWNLOW,THURSDAY,21:30 - 23:00
DJ PONY (MONTANA),http://www.ponymontana.net,GLADE LOUNGE,THURSDAY,22:30 - 00:00
DJ QUTO,,THE LIZARD STAGE,SUNDAY,00:00 - 01:00
DJ SKT,https://www.facebook.com/djskt,THE BLUES,SUNDAY,14:30 - 16:00
DJ STEVIE P - BOLLYWOOD AND BHANGRA BEATS,,ANCIENT FUTURES,SATURDAY,01:30 - 03:00
DJ SYMPTON OF SAVAGE REHAB,https://soundcloud.com/symptom-savage-rehab,WANGO RILEY,THURSDAY,20:15 - 21:15
DJ TARGET,,WOW!,SATURDAY,20:00 - 20:20
DJ TARGET,,WOW!,SATURDAY,19:00 - 19:20
