title,url,stage,day,time,mbid,lfm_url,orig_name
Bernard Butler,https://www.instagram.com/bernardbutlerofficial/,ACOUSTIC STAGE,SUNDAY,15:55 - 16:45,"Renowned songwriter and producer (Sam Lee, Jessie Buckley) who has worked with everyone from Bert Jansch to The Libertines and Tricky.",315d8368-f294-4911-967e-a96a7c2172af,https://www.last.fm/music/Bernard+Butler,BERNARD BUTLER
Beth Porter,https://www.bethporter.co.uk,THE BANDSTAND,THURSDAY,15:20 - 16:00,,,https://www.last.fm/music/Beth+Porter,BETH PORTER
Bethan Lloyd,https://www.bethanlloyd.net/bio,TOAD HALL,SUNDAY,18:15 - 19:05,,,https://www.last.fm/music/Bethan+Lloyd,BETHAN LLOYD
Bexi,https://www.instagram.com/bexi_/,OUTSIDE CIRCUS STAGE,FRIDAY,23:56 - 00:02,,,https://www.last.fm/music/Bexi,BEXI
Barbarella,https://www.instagram.com/bexi_/,OUTSIDE CIRCUS STAGE,FRIDAY,23:56 - 00:02,,f539737f-0483-421c-85ee-7fd218262f0c,https://www.last.fm/music/Barbarella,BARBARELLA
Bexx,https://www.instagram.com/bexx.me,THE SISTXRHOOD,THURSDAY,16:30 - 18:00,,,https://www.last.fm/music/Bexx,BEXX
Bianca Oblivion,https://www.instagram.com/bianca_oblivion/,PLATFORM 23,SATURDAY,05:00 - 06:00,,,https://www.last.fm/music/Bianca+Oblivion,BIANCA OBLIVION
Big Special,https://bigspecial.co.uk/,LEFT FIELD,FRIDAY,17:35 - 18:10,Featuring broad-shouldered poetry over ground-shaking live beats with anthemic blasts of melody and rousing riffage.,,https://www.last.fm/music/Big+Special,BIG SPECIAL
Bigheads,,GREENPEACE,WEDNESDAY,15:30 - 16:00,,,https://www.last.fm/music/Bigheads,BIGHEADS
Billie Marten,https://www.billiemarten.com,AVALON STAGE,FRIDAY,15:40 - 16:40,"Minimalist acoustic folk inspired by the likes of Nick Drake, Joan Armatrading, and Kate Bush, now bolstered with a backbone of bass and rhythm.",f5d276c8-8407-45c0-8b1c-4e43c6694fa9,https://www.last.fm/music/Billie+Marten,BILLIE MARTEN
Billy Bragg,https://www.billybragg.co.uk/,LEFT FIELD,FRIDAY,21:00 - 22:00,"Your host, celebrating a remarkable 40 years as Britain’s favourite singer, songwriter and campaigner.",7cec4a03-0a83-4308-856a-afb8aa5db0fc,https://www.last.fm/music/Billy+Bragg,BILLY BRAGG
Billy Nomates,https://www.facebook.com/billynomatestor/,LEFT FIELD,SATURDAY,21:00 - 22:00,A beacon of brutal truth in an industry built on inconsequential bullshit with songs that roll out like real time experiences.,,https://www.last.fm/music/Billy+Nomates,BILLY NOMATES
Bish,,THE TEMPLE,THURSDAY,20:00 - 21:00,,,https://www.last.fm/music/Bish,BISH
Dread MC,,THE TEMPLE,THURSDAY,20:00 - 21:00,,,https://www.last.fm/music/Dread+MC,DREAD MC
Lens,,THE TEMPLE,THURSDAY,20:00 - 21:00,,feaeda61-3657-4f4c-86a6-9332588322a0,https://www.last.fm/music/Lens,LENS
Bishi,https://www.instagram.com/bishiofficial,SCISSORS,FRIDAY,18:45 - 19:45,,2891a977-fe9f-4be0-b7f3-03e96fd83226,https://www.last.fm/music/Bishi,BISHI
Community,https://www.instagram.com/bishiofficial,SCISSORS,FRIDAY,18:45 - 19:45,,b9ee01e0-075f-49e9-954a-6f361d231ddd,https://www.last.fm/music/Community,COMMUNITY
Culture,https://www.instagram.com/bishiofficial,SCISSORS,FRIDAY,18:45 - 19:45,,dda3f50d-2205-40c6-8f70-223f2eacd92a,https://www.last.fm/music/Culture,CULTURE
Black Pumas,https://www.blackpumas.com,WEST HOLTS STAGE,SATURDAY,19:00 - 20:00,Guitarist Adrian Quesada and vocalist Eric Burton have created an incendiary live show drawn from the psychedelic soul of their two Grammy-nominated albums.,,https://www.last.fm/music/Black+Pumas,BLACK PUMAS
Blackberry Wood,https://blackberrywoodmusic.com,CROISSANT NEUF,SUNDAY,17:30 - 18:30,,3302cc9a-afbd-4aee-9a45-ff5e1eb434b5,https://www.last.fm/music/Blackberry+Wood,BLACKBERRY WOOD
Blanco,https://www.instagram.com/blanc0b0urne/,PLATFORM 23,SATURDAY,01:45 - 02:30,,f1522a98-91d6-4397-8990-30ca9e5c9e4b,https://www.last.fm/music/Blanco,BLANCO
Blaney,https://yerrrr.bandcamp.com,THE HIVE,SATURDAY,14:00 - 14:45,,,https://www.last.fm/music/Blaney,BLANEY
Blawan,https://ra.co/dj/blawan,IICON,THURSDAY,23:15 - 01:15,"Blawan, aka Jamie Roberts, Barnsley native, ex-drummer turned techno innovator. Known for experimental techno, Kilner/Bored Young Adults aliases, and TERNESC label.",c27d4389-390e-497c-9a41-dd446ace742c,https://www.last.fm/music/Blawan,BLAWAN
Bloc Party,http://blocparty.com/,OTHER STAGE,SATURDAY,17:15 - 18:15,Kele Okereke and Russell Lissack’s revived post punk indie rock favourites return with a host of riff-heavy hits.,8c538f11-c141-4588-8ecb-931083524186,https://www.last.fm/music/Bloc+Party,BLOC PARTY
Blondshell,https://www.blondshellmusic.com/,WOODSIES,SUNDAY,15:30 - 16:30,American alt rock with booming drums and plenty of Goth rock drama before every glorious chorus redeems it all.,,https://www.last.fm/music/Blondshell,BLONDSHELL
Bluetoof,https://www.instagram.com/bluetoof__/,BABYLON UPRISING,SATURDAY,00:00 - 01:00,,,https://www.last.fm/music/Bluetoof,BLUETOOF
MI-EL,https://www.instagram.com/bluetoof__/,BABYLON UPRISING,SATURDAY,00:00 - 01:00,,,https://www.last.fm/music/MI-EL,MI-EL
BLUMITSU,,STONEBRIDGE BAR,SUNDAY,21:00 - 22:00,,,https://www.last.fm/music/BLUMITSU,BLUMITSU
Bob Doyle,,STRUMMERVILLE,SUNDAY,13:40 - 14:00,,,https://www.last.fm/music/Bob+Doyle,BOB DOYLE
Bob Knight,,BLIND TIGER,SATURDAY,14:00 - 15:00,,5a105c7f-5d7a-4c1f-a738-068269955fd5,https://www.last.fm/music/Bob+Knight,BOB KNIGHT
Bob Vylan,https://bobvylan.myshopify.com,PEACE STAGE,SUNDAY,01:30 - 02:30,,,https://www.last.fm/music/Bob+Vylan,BOB VYLAN
Bobby Friction,https://www.instagram.com/bobbyfricton/,ARRIVALS,THURSDAY,23:00 - 00:00,,,https://www.last.fm/music/Bobby+Friction,BOBBY FRICTION
Bombay Bicycle Club,https://bombaybicycle.club/,OTHER STAGE,FRIDAY,17:15 - 18:15,Guitar-fronted genre-switching indie rock with a nod to everything from old school folk to future electronica.,0ae49abe-d6af-44fa-8ab0-b9ace5690e6f,https://www.last.fm/music/Bombay+Bicycle+Club,BOMBAY BICYCLE CLUB
Bonobo,,LEVELS,FRIDAY,19:30 - 21:00,"Musician, producer, and DJ who debuted with a trip hop aesthetic and has since explored more upbeat tempo as well as jazz and world music",9a709693-b4f8-4da9-8cc1-038c911a61be,https://www.last.fm/music/Bonobo,BONOBO
b2b,https://www.instagram.com/bootybassdj/,NOMAD,THURSDAY,02:00 - 03:00,,,https://www.last.fm/music/b2b,B2B
Benzo,https://www.instagram.com/popola_uk/,NOMAD,THURSDAY,01:30 - 02:00,,c2cadf17-e528-4016-903a-8598bb9426e1,https://www.last.fm/music/Benzo,BENZO
Thai Chi,https://www.instagram.com/bootybassdj/,NOMAD,THURSDAY,00:00 - 00:30,,,https://www.last.fm/music/Thai+Chi,THAI CHI
Ngaio,https://www.instagram.com/bootybassdj/,NOMAD,THURSDAY,01:00 - 01:30,,,https://www.last.fm/music/Ngaio,NGAIO
Booty Bass,,FIRMLY ROOTED,SUNDAY,16:00 - 17:00,The Bristol collective of  female/nb/queer DJS.,,https://www.last.fm/music/Booty+Bass,BOOTY BASS
Boss Cass,https://www.bosscass.com,THE HIVE,SATURDAY,16:10 - 16:55,,,https://www.last.fm/music/Boss+Cass,BOSS CASS
BOSSLADY,https://www.instagram.com/dj_bosslady_uk?igsh=mwf0mhvlngvlaji1cq==,THE SALON CAROUSEL,SATURDAY,23:00 - 00:00,,,https://www.last.fm/music/BOSSLADY,BOSSLADY
Bradley Zero,,STONEBRIDGE BAR,SUNDAY,18:00 - 19:00,,,https://www.last.fm/music/Bradley+Zero,BRADLEY ZERO
Batu,,STONEBRIDGE BAR,SUNDAY,18:00 - 19:00,,e81f7d8e-7302-4cea-9c76-0f462272dda6,https://www.last.fm/music/Batu,BATU
Break,https://www.youtube.com/watch?v=khxnv9ymjj8,THE TEMPLE,SATURDAY,01:00 - 02:00,,62ce9272-0d54-4ecf-b03b-e7992ae0d320,https://www.last.fm/music/Break,BREAK
Carasel,https://www.youtube.com/watch?v=khxnv9ymjj8,THE TEMPLE,SATURDAY,01:00 - 02:00,,,https://www.last.fm/music/Carasel,CARASEL
Bress Underground,https://ra.co/dj/bressunderground,NYC DOWNLOW,THURSDAY,22:10 - 23:35,,,https://www.last.fm/music/Bress+Underground,BRESS UNDERGROUND
Bridget.,https://www.facebook.com/briiiiidgget/,BIMBLE INN,THURSDAY,22:30 - 23:15,,,https://www.last.fm/music/Bridget.,BRIDGET.
Brighter Days Family,https://www.instagram.com/brighterdaysfamily/,PLATFORM 23,THURSDAY,01:00 - 03:00,,,https://www.last.fm/music/Brighter+Days+Family,BRIGHTER DAYS FAMILY
Brittany Howard,https://www.brittanyhoward.com,WEST HOLTS STAGE,SUNDAY,18:30 - 19:30,"While the Nashville-based artist originally made her name with Alabama Shakes, its her two subsequent solo albums that have really revealed her colossal creative spirit.",,https://www.last.fm/music/Brittany+Howard,BRITTANY HOWARD
Alex Fincher,https://www.instagram.com/alexfincherworld/,THE SISTXRHOOD,FRIDAY,00:15 - 00:45,,,https://www.last.fm/music/Alex+Fincher,ALEX FINCHER
THEMPRESS,https://www.instagram.com/thempress._,THE SISTXRHOOD,FRIDAY,00:45 - 01:15,,,https://www.last.fm/music/THEMPRESS,THEMPRESS
Bryte,https://www.instagram.com/bryte_music/,BREAD AND ROSES,THURSDAY,19:00 - 19:40,,,https://www.last.fm/music/Bryte,BRYTE
Buffo's Wake,https://buffoswake.co.uk,THE BANDSTAND,SUNDAY,21:45 - 22:45,,,https://www.last.fm/music/Buffo%27s+Wake,BUFFO'S WAKE
Buffos wake,https://buffoswake.co.uk/,LUNCHED OUT LIZARDS,THURSDAY,01:00 - 02:00,,,https://www.last.fm/music/Buffos+wake,BUFFOS WAKE
Build your own,https://www.instagram.com/londontranspride/,NOMAD,FRIDAY,16:00 - 17:00,,,https://www.last.fm/music/Build+your+own,BUILD YOUR OWN
Burna Boy,https://www.onaspaceship.com/,PYRAMID STAGE,SUNDAY,19:30 - 20:30,"Politically-active Nigerian singer songwriter whose blend of easy going Afro-pop, rap and R&B has reaped a host of Grammy Awards and global recognition.",,https://www.last.fm/music/Burna+Boy,BURNA BOY
Bustawidemove,https://www.widedubz.co.uk/,BLIND TIGER,FRIDAY,21:20 - 22:10,,,https://www.last.fm/music/Bustawidemove,BUSTAWIDEMOVE
WIFE MATERIAL,https://www.instagram.com/sophiapoet,SCISSORS,SATURDAY,18:15 - 19:00,,,https://www.last.fm/music/WIFE+MATERIAL,WIFE MATERIAL
Caity Baser,https://shop.caitybaser.com,AVALON STAGE,SUNDAY,21:20 - 22:20,"BRITs and BBC Sound of 2024 nominee, TikTok sensation, singer songwriter, and pop provocateur now scoring Top 40 chart hits.",,https://www.last.fm/music/Caity+Baser,CAITY BASER
Caleb Kunle,https://www.instagram.com/caleb_kunle,BREAD AND ROSES,FRIDAY,16:50 - 17:30,,,https://www.last.fm/music/Caleb+Kunle,CALEB KUNLE
Calum Bowie,https://www.facebook.com/p/calum-bowie,LEFT FIELD,SATURDAY,17:35 - 18:10,Singer songwriter single-handedly redefining the Scottish music scene with his dynamic live performances.,,https://www.last.fm/music/Calum+Bowie,CALUM BOWIE
Cam Cole,https://camcole.com,PEACE STAGE,SUNDAY,22:30 - 23:30,,,https://www.last.fm/music/Cam+Cole,CAM COLE
CamelPhat,https://www.instagram.com/camelphatmusic/?hl=en,NOWHERE,FRIDAY,03:00 - 04:30,,61314ff2-7b52-4296-a0b8-af61dc08bdd1,https://www.last.fm/music/CamelPhat,CAMELPHAT
Camila Cabello,https://store.camilacabello.com/,OTHER STAGE,SATURDAY,18:45 - 19:45,Perfect slipstream electronic pop filled with Latin R&B flavours from the effervescent Cuban soprano.,,https://www.last.fm/music/Camila+Cabello,CAMILA CABELLO
Camilo Miranda,https://www.instagram.com/dj_camilo_miranda/?hl=en,SAN REMO,SUNDAY,13:30 - 15:00,,,https://www.last.fm/music/Camilo+Miranda,CAMILO MIRANDA
Cara Hammond,https://www.carahammondmusic.com/,BREAD AND ROSES,SATURDAY,12:00 - 12:40,,,https://www.last.fm/music/Cara+Hammond,CARA HAMMOND
Cardinal Sound,https://www.instagram.com/cardinalsound/,BABYLON UPRISING,SUNDAY,14:00 - 15:00,,,https://www.last.fm/music/Cardinal+Sound,CARDINAL SOUND
CARISTA,https://ra.co/dj/carista,IICON,THURSDAY,01:30 - 03:00,"Carista, Utrecht DJ/producer, captivates with genre-blending sets. BBC Radio 1 resident, acclaimed Essential Mix. Red Light Radio alum.",,https://www.last.fm/music/CARISTA,CARISTA
Carlita,,LEVELS,SATURDAY,21:00 - 22:30,"Turkish DJ, producer, classical musician and multi-instrumentalist experimenting with a mix of live and electronic instruments and field recordings.",,https://www.last.fm/music/Carlita,CARLITA
Carly Wilford,https://www.instagram.com/carlywilford,CORNISH ARMS,FRIDAY,21:00 - 22:00,,,https://www.last.fm/music/Carly+Wilford,CARLY WILFORD
Casey Spillman,,GLADE DOME,SUNDAY,17:30 - 19:00,"Casey Spillman perfectly recreates a combination of sounds his city is known for, with his reputation in London spread to an international level in recent years. Julian Anthony was raised in the Amsterdam underground house scene, surrounded by Slapfunk founders and vinyl heads.",,https://www.last.fm/music/Casey+Spillman,CASEY SPILLMAN
Julian Anthony,,GLADE DOME,SUNDAY,17:30 - 19:00,"Casey Spillman perfectly recreates a combination of sounds his city is known for, with his reputation in London spread to an international level in recent years. Julian Anthony was raised in the Amsterdam underground house scene, surrounded by Slapfunk founders and vinyl heads.",,https://www.last.fm/music/Julian+Anthony,JULIAN ANTHONY
Cash Cows,http://www.thecashcowsrock.com,10 ACES,THURSDAY,15:30 - 16:15,,,https://www.last.fm/music/Cash+Cows,CASH COWS
CASisDEAD,https://www.instagram.com/casisdead?igsh=adk3bdruagh6ctb3,PEACE STAGE,SATURDAY,02:45 - 03:30,,6d56b154-0051-47bd-96c5-fabc2f062305,https://www.last.fm/music/CASisDEAD,CASISDEAD
Freedom,https://www.facebook.com/profile.php?id=100066554749508,CORNISH ARMS,FRIDAY,02:00 - 03:00,,fe75adb0-a2bd-4e34-91d4-91974c4eab13,https://www.last.fm/music/Freedom,FREEDOM
Caspar,,STONEBRIDGE BAR,SUNDAY,03:00 - 04:00,,d670dccb-58fa-4c7c-aa61-db43ba75cb0a,https://www.last.fm/music/Caspar,CASPAR
Cassetteboy & DJ Rubbish,,GLADE,SUNDAY,12:00 - 12:50,"Mashup pioneers satirising Alan Sugar, Liz Truss and many more with DJ Rubbish as the ultimate  MC just to confuse matters.",,https://www.last.fm/music/Cassetteboy+&+DJ+Rubbish,CASSETTEBOY & DJ RUBBISH
Caxxianne,https://www.instagram.com/caxxianne,BREAD AND ROSES,THURSDAY,21:30 - 22:10,,,https://www.last.fm/music/Caxxianne,CAXXIANNE
cerian,https://www.cerianmusic.com,TOAD HALL,THURSDAY,13:30 - 14:15,,,https://www.last.fm/music/cerian,CERIAN
Channel One Sound System,https://www.instagram.com/channelonesoundsystem/,THE TEMPLE,THURSDAY,16:00 - 18:00,,,https://www.last.fm/music/Channel+One+Sound+System,CHANNEL ONE SOUND SYSTEM
Chaos in the CBD,,ASSEMBLY,FRIDAY,16:00 - 18:00,"New Zealand brothers now part of the tight knit Peckham dance community, fully soaked in house music.",ae534b5f-95e5-40d9-9ce0-75e4b777cad1,https://www.last.fm/music/Chaos+in+the+CBD,CHAOS IN THE CBD
Charisse C,,GLADE DOME,FRIDAY,01:30 - 02:55,"DJ, Artist, founder of Abantu, one half of The Ascension & NTS Resident, Charisse C draws her selections from her experience of existing between worlds.",,https://www.last.fm/music/Charisse+C,CHARISSE C
Charles Green,https://www.instagram.com/charlesgreen.me/,BABYLON UPRISING,FRIDAY,20:00 - 21:00,,7582fbb3-07a3-4a91-a1b3-ffb50209c5ae,https://www.last.fm/music/Charles+Green,CHARLES GREEN
Charli XCX,,LEVELS,FRIDAY,00:00 - 01:30,"Offering a close-up look at Charli’s glitchy, club music era.",260b6184-8828-48eb-945c-bc4cb6fc34ca,https://www.last.fm/music/Charli+XCX,CHARLI XCX
Partygirl,,LEVELS,FRIDAY,00:00 - 01:30,"Offering a close-up look at Charli’s glitchy, club music era.",,https://www.last.fm/music/Partygirl,PARTYGIRL
Charlie Porter,https://www.instagram.com/charlieportermusic/?hl=en,GENOSYS,FRIDAY,18:00 - 20:00,,,https://www.last.fm/music/Charlie+Porter,CHARLIE PORTER
Charlie Rose,https://www.instagram.com/charli3.roxy?igsh=mtb3n2jzymvjnhlwzw==,BLIND TIGER,SATURDAY,13:00 - 14:00,,,https://www.last.fm/music/Charlie+Rose,CHARLIE ROSE
Charlie Tee,,LONELY HEARTS CLUB,SATURDAY,02:00 - 03:00,Charlie Tee’s celebration of electronic music meets Sota’s drum and bass sounds.,,https://www.last.fm/music/Charlie+Tee,CHARLIE TEE
Sota,,LONELY HEARTS CLUB,SATURDAY,02:00 - 03:00,Charlie Tee’s celebration of electronic music meets Sota’s drum and bass sounds.,,https://www.last.fm/music/Sota,SOTA
Charlotte May,https://www.facebook.com/charlottemayvocals,CROONER'S CORNER,WEDNESDAY,14:00 - 14:45,,,https://www.last.fm/music/Charlotte+May,CHARLOTTE MAY
Charlotte Plank,,LONELY HEARTS CLUB,SATURDAY,22:15 - 22:45,"Singer, songwriter and producer with a string of her own poppy drum and bass anthems.",,https://www.last.fm/music/Charlotte+Plank,CHARLOTTE PLANK
Chez De Milo,,ASSEMBLY,SATURDAY,23:30 - 01:00,Love International's Chez & Ellie make all manner of wave-related sonics eruptions.,,https://www.last.fm/music/Chez+De+Milo,CHEZ DE MILO
Ellie Stokes,,ASSEMBLY,SATURDAY,23:30 - 01:00,Love International's Chez & Ellie make all manner of wave-related sonics eruptions.,,https://www.last.fm/music/Ellie+Stokes,ELLIE STOKES
Chezney,,BLIND TIGER,SUNDAY,19:00 - 20:00,,,https://www.last.fm/music/Chezney,CHEZNEY
Ru Robinson,https://www.instagram.com/djchichamorada/,MEZ YARD,SUNDAY,00:30 - 02:00,,,https://www.last.fm/music/Ru+Robinson,RU ROBINSON
Chiedu Oraka,,BBC MUSIC INTRODUCING,SUNDAY,13:30 - 14:00,A conscious grime artist who moves with purpose.,,https://www.last.fm/music/Chiedu+Oraka,CHIEDU ORAKA
Chimer,https://www.instagram.com/chimer_chimer_chimer/,THE HIVE,SATURDAY,13:10 - 13:40,,,https://www.last.fm/music/Chimer,CHIMER
Chiminyo,https://www.chiminyo.com/,THE RUM SHACK,FRIDAY,23:00 - 00:00,,,https://www.last.fm/music/Chiminyo,CHIMINYO
Chimpo,https://www.instagram.com/chimpomcr/,PLATFORM 23,SATURDAY,02:30 - 03:15,,f214658d-7d30-405d-b2ec-13ec8da26b85,https://www.last.fm/music/Chimpo,CHIMPO
Chinese Daughter,,STONEBRIDGE BAR,SUNDAY,02:00 - 03:00,,,https://www.last.fm/music/Chinese+Daughter,CHINESE DAUGHTER
Jamie Rodigan,,STONEBRIDGE BAR,SUNDAY,02:00 - 03:00,,,https://www.last.fm/music/Jamie+Rodigan,JAMIE RODIGAN
Chloe Leigh,https://www.flowcode.com/page/chloeleighmusic,CROISSANT NEUF BANDSTAND,THURSDAY,12:45 - 13:15,,,https://www.last.fm/music/Chloe+Leigh,CHLOE LEIGH
Chloe Slater,,BBC MUSIC INTRODUCING,FRIDAY,18:30 - 19:00,Playing peppy indie rock and some spikey guitar for added texture.,,https://www.last.fm/music/Chloe+Slater,CHLOE SLATER
Chris Cruse,https://ra.co/dj/chriscruse,THE MEATRACK,FRIDAY,04:30 - 06:00,,,https://www.last.fm/music/Chris+Cruse,CHRIS CRUSE
Chris Holt,,DELUXE DINER,FRIDAY,22:30 - 00:00,,,https://www.last.fm/music/Chris+Holt,CHRIS HOLT
Chris Read,https://www.instagram.com/chris_read/,MEETING PLACE BAR,THURSDAY,17:00 - 20:00,,08b80114-338c-4751-bd91-5f429f8a6037,https://www.last.fm/music/Chris+Read,CHRIS READ
Chris Stussy,https://www.instagram.com/chrisstussydj?igsh=zgnmddm1mxfwzg9h https://www.instagram.com/rossi.dj_?igsh=mtrodthszmtpowzweq==,FLYING BUS,SATURDAY,01:30 - 04:00,,,https://www.last.fm/music/Chris+Stussy,CHRIS STUSSY
Chunky,,FIRMLY ROOTED,FRIDAY,12:00 - 14:00,Celebrating Floating Points and Alex Nut’s Eglo label with stalwart Manchester rapper and producer Chunky.,cdbb23ed-f264-4271-a965-09f959fb565d,https://www.last.fm/music/Chunky,CHUNKY
Rajasthan Heritage Brass Band,https://www.accessallareas.info/artist/rajasthan-heritage-brass-band/,OUTSIDE CIRCUS STAGE,FRIDAY,11:40 - 12:10,,,https://www.last.fm/music/Rajasthan+Heritage+Brass+Band,RAJASTHAN HERITAGE BRASS BAND
Nadine,https://www.cirkhes.co.uk,OUTSIDE CIRCUS STAGE,SATURDAY,19:33 - 19:43,,8c034b3f-a5c7-448e-939f-e7afcb630a85,https://www.last.fm/music/Nadine,NADINE
Charlotte,https://www.cirkhes.co.uk,OUTSIDE CIRCUS STAGE,SATURDAY,19:33 - 19:43,,f768eefd-8338-4e2d-beef-37ba9a982d26,https://www.last.fm/music/Charlotte,CHARLOTTE
Malia,https://www.cirkhes.co.uk,OUTSIDE CIRCUS STAGE,SUNDAY,13:01 - 13:11,,d75a6c36-ea55-41f2-9ec3-b2d3c4317f8a,https://www.last.fm/music/Malia,MALIA
Jaia,https://www.cirkhes.co.uk,OUTSIDE CIRCUS STAGE,SUNDAY,13:01 - 13:11,,fad76bac-827d-4680-b1cd-2321ff97de9f,https://www.last.fm/music/Jaia,JAIA
Lizzie,https://www.cirkhes.co.uk,OUTSIDE CIRCUS STAGE,SATURDAY,13:25 - 13:31,,eb1250f1-1094-456c-a9ef-0acb994f0859,https://www.last.fm/music/Lizzie,LIZZIE
Sorrel,https://www.cirkhes.co.uk,OUTSIDE CIRCUS STAGE,FRIDAY,16:05 - 16:11,,,https://www.last.fm/music/Sorrel,SORREL
Clipz,,LEVELS,SUNDAY,16:00 - 17:00,Straight from Bristol’s rave scene of the 90s on a drum and bass/jungle tip.,94144c85-c5ee-4ec6-85cd-15e48b16ffea,https://www.last.fm/music/Clipz,CLIPZ
Close,,OUTSIDE CIRCUS STAGE,FRIDAY,20:54 - 23:30,,a062e476-3ba4-4289-85ab-ae13dd9fda39,https://www.last.fm/music/Close,CLOSE
