title,url,stage,day,time,mbid,lfm_url,orig_name
Turno,https://www.instagram.com/turno_/,BABYLON UPRISING,THURSDAY,21:15 - 22:00,,6a271a16-e231-4508-979a-5017a31a9406,https://www.last.fm/music/Turno,TURNO
Jesca Hoop,https://jescahoop.cpm,CROISSANT NEUF,FRIDAY,16:00 - 17:00,,b5330942-ffdf-49cb-8a13-b5d7b5d67bff,https://www.last.fm/music/Jesca+Hoop,JESCA HOOP
Jessica Wilde,https://www.instagram.com/iamjessicawilde,THE RUM SHACK,SUNDAY,23:00 - 23:45,,,https://www.last.fm/music/Jessica+Wilde,JESSICA WILDE
Jessie Reid,https://www.instagram.com/jessiereidmusic,ACOUSTIC STAGE,SATURDAY,13:00 - 13:40,"Bringing an indie folk-influenced, percussive fingerstyle technique to his songs that’s drawn comparisons to Ben Howard and Nick Mulvey.",,https://www.last.fm/music/Jessie+Reid,JESSIE REID
Jessie Ware,https://www.jessieware.com,WEST HOLTS STAGE,SATURDAY,22:15 - 23:45,‘That! Feels Good!’ was the album where Jessie Ware was unveiled as the high priestess of euphoric pop disco. Expect a high-camp extravaganza.,6ed40778-8d03-4a5c-ad35-93cf814627c9,https://www.last.fm/music/Jessie+Ware,JESSIE WARE
JFB,https://jfbscratch.com/,CORNISH ARMS,SATURDAY,23:30 - 01:30,,f5363459-392a-40b0-abdc-e469ec415a4b,https://www.last.fm/music/JFB,JFB
Jimbitch,https://www.instagram.com/jimbiatch?igsh=mwq4nwl1nmo4ng82cw==,THE SALON CAROUSEL,SUNDAY,04:00 - 05:00,,,https://www.last.fm/music/Jimbitch,JIMBITCH
Stivs,https://www.instagram.com/jimbiatch?igsh=mwq4nwl1nmo4ng82cw==,THE SALON CAROUSEL,SUNDAY,04:00 - 05:00,,24348d08-c802-4bbf-85ab-084223e1baed,https://www.last.fm/music/Stivs,STIVS
Jimmy Lopez,https://www.instagram.com/hulbertolopez?igsh=mzrlodbinwflza==,THE TAPHOUSE,FRIDAY,23:00 - 01:00,,,https://www.last.fm/music/Jimmy+Lopez,JIMMY LOPEZ
Joanna,,CROISSANT NEUF BANDSTAND,WEDNESDAY,12:00 - 12:30,,b285a5e6-812b-4060-986a-f6111ff422ac,https://www.last.fm/music/Joanna,JOANNA
The Dropouts,,CROISSANT NEUF BANDSTAND,WEDNESDAY,12:00 - 12:30,,32e24a4f-54b8-4176-bef3-f53ce1368704,https://www.last.fm/music/The+Dropouts,THE DROPOUTS
Job Jobse,,ASSEMBLY,SATURDAY,16:00 - 18:00,The Dutch DJ adventuring far into electronic music while promoting his own legendary Strangelove nights.,,https://www.last.fm/music/Job+Jobse,JOB JOBSE
Joe Goddard,,STONEBRIDGE BAR,SATURDAY,14:00 - 15:30,,cfe625e1-a5ce-4c48-a4a4-d781c44fb64f,https://www.last.fm/music/Joe+Goddard,JOE GODDARD
Joe Wicks,https://www.thebodycoach.com/,THE PARK STAGE,FRIDAY,10:00 - 10:30,,,https://www.last.fm/music/Joe+Wicks,JOE WICKS
John Carter,,BBC MUSIC INTRODUCING,THURSDAY,23:00 - 00:00,,9ca9f803-186e-40b9-b2f2-372e119fa8bc,https://www.last.fm/music/John+Carter,JOHN CARTER
John E Vistic,https://www.vistic.co.uk,THE HIVE,SUNDAY,13:15 - 13:45,,,https://www.last.fm/music/John+E+Vistic,JOHN E VISTIC
John Smith,https://www.instagram.com/thejohnsmith,ACOUSTIC STAGE,FRIDAY,12:10 - 12:40,A transatlantic blend of fingerstyle and slide guitar steeped in the lineage of British folk and American guitar music.,878cd6bf-a164-4a02-bd20-52a8b2938545,https://www.last.fm/music/John+Smith,JOHN SMITH
Johnny Flynn,https://johnny-flynn.com/,THE PARK STAGE,SATURDAY,11:10 - 12:10,"Singer, composer, musician and actor currently appearing as Richard Burton in Jack Thorne’s sell-out play The Motive and the Cue, directed by Sam Mendes.",ce19a7e1-8c47-4dc6-9492-ef907ddc6514,https://www.last.fm/music/Johnny+Flynn,JOHNNY FLYNN
Jon Hopkins,https://www.jonhopkins.co.uk,TREE STAGE,SATURDAY,00:00 - 00:50,"By turns devotional, empowering and nurturing, Jon Hopkins’ forthcoming new album RITUAL is a 41-minute ceremonial epic built from cavernous subs, hypnotic drumming and transcendent melodic interplay. Tense, immersive and ultimately triumphant, it is a culmination of themes explored throughout his 22-year career, and acts as the kinetic counterpart to 2021’s Music For Psychedelic Therapy.",0b0c25f4-f31c-46a5-a4fb-ccbf53d663bd,https://www.last.fm/music/Jon+Hopkins,JON HOPKINS
Ritual,https://www.jonhopkins.co.uk,TREE STAGE,SATURDAY,00:00 - 00:50,"By turns devotional, empowering and nurturing, Jon Hopkins’ forthcoming new album RITUAL is a 41-minute ceremonial epic built from cavernous subs, hypnotic drumming and transcendent melodic interplay. Tense, immersive and ultimately triumphant, it is a culmination of themes explored throughout his 22-year career, and acts as the kinetic counterpart to 2021’s Music For Psychedelic Therapy.",c9c1652a-b3d0-4612-94db-e834778b25d6,https://www.last.fm/music/Ritual,RITUAL
Jon Parry,,THE HIVE,FRIDAY,12:10 - 12:55,,,https://www.last.fm/music/Jon+Parry,JON PARRY
Jordan Mackampa,,BBC MUSIC INTRODUCING,SUNDAY,20:30 - 21:00,Soulful singer songwriter calling on his Congolese roots and a love of rap and old skool funk.,,https://www.last.fm/music/Jordan+Mackampa,JORDAN MACKAMPA
Jordan Rakei,https://www.jordanrakei.com/#/,WEST HOLTS STAGE,SUNDAY,17:00 - 18:00,"His latest release, ‘The Loop’ is an album of deep emotional thrust, expansive widescreen soundscapes and deeply irresistible grooves.",,https://www.last.fm/music/Jordan+Rakei,JORDAN RAKEI
Josh Hazelden,https://linktr.ee/joshhazelden,CROISSANT NEUF BANDSTAND,THURSDAY,13:30 - 14:00,,,https://www.last.fm/music/Josh+Hazelden,JOSH HAZELDEN
Josh Roberts,,CROISSANT NEUF BANDSTAND,THURSDAY,12:00 - 12:00,,,https://www.last.fm/music/Josh+Roberts,JOSH ROBERTS
Josh Rouse,https://www.instagram.com/joshrouseofficial/,ACOUSTIC STAGE,FRIDAY,14:00 - 14:40,"The American singer songwriter returns with a distinctive 1980s, electronic feel to his new repertoire.",023d64c9-93db-4a20-8c5c-2efa1a53481a,https://www.last.fm/music/Josh+Rouse,JOSH ROUSE
Joy,https://www.instagram.com/joyanonymous,ARCADIA,SATURDAY,23:45 - 00:45,,ea6a260d-3fca-4a4d-9608-125fc4f03b81,https://www.last.fm/music/Joy,JOY
Joy Orbison,https://www.instagram.com/joy_orbison_/?hl=en,ARCADIA,FRIDAY,23:40 - 00:40,,8542f9a4-bd91-4066-91cf-359d2d9950db,https://www.last.fm/music/Joy+Orbison,JOY ORBISON
Ju5 Bones,https://open.spotify.com/album/4vz8q9l1d4igua2wqaldxz?si=tjpgskpis_w5cgr-2b200q,MANDALA STAGE,THURSDAY,21:30 - 22:30,,,https://www.last.fm/music/Ju5+Bones,JU5 BONES
Judy Collins,https://www.facebook.com/judycollinsofficial/?locale=en_gb,ACOUSTIC STAGE,SUNDAY,20:00 - 21:00,Iconic 60s folk legend and master of the aching ballad with a very special set to celebrate 60 years of majestic performances.,06f9c474-0547-40fc-be3d-1ae6ce38abd7,https://www.last.fm/music/Judy+Collins,JUDY COLLINS
Julian Gaskell,,MAVERICKS,SUNDAY,00:24 - 00:29,,,https://www.last.fm/music/Julian+Gaskell,JULIAN GASKELL
Jungle,https://www.junglejunglejungle.com,WEST HOLTS STAGE,FRIDAY,22:15 - 23:45,"Back with their biggest album to date, spawning such huge tunes as ‘Back on ’74’ and ‘Dominoes’, Josh Lloyd-Watson and Tom McFarland will bring the party to West Holts.",6bbb3983-ce8a-4971-96e0-7cae73268fc4,https://www.last.fm/music/Jungle,JUNGLE
Junior Jungle,https://www.juniorjungleparty.com/,THE BUG,SATURDAY,15:30 - 16:30,,,https://www.last.fm/music/Junior+Jungle,JUNIOR JUNGLE
Just A Ride,https://www.instagram.com/theamazinggracieb/,OUTSIDE CIRCUS STAGE,FRIDAY,00:07 - 00:19,,,https://www.last.fm/music/Just+A+Ride,JUST A RIDE
Just Jam,,GLADE DOME,SATURDAY,19:30 - 21:00,Just Jam's sound hails from Manchester and is inspired by long seasons in Ibiza. He is a co-founder of the label BEEYOU RECORDS and key player for Game Over.,,https://www.last.fm/music/Just+Jam,JUST JAM
just like honey,https://www.instagram.com/justlikehoneyband/,STRUMMERVILLE,SATURDAY,19:00 - 19:40,,,https://www.last.fm/music/just+like+honey,JUST LIKE HONEY
Justice,https://justice.church,WEST HOLTS STAGE,SUNDAY,22:00 - 23:15,"Gaspard Augé & Xavier de Rosnay’s last performance on West Holts was the stuff of legend, they return with another blockbusting release, ‘Hyperdrama’ and a bigger, bolder, brighter show.",f9c1cc73-36ba-4f8d-ba12-7d2490608886,https://www.last.fm/music/Justice,JUSTICE
Jyoty,,LEVELS,SUNDAY,21:00 - 23:30,Rinse FM’s Joyoty with the soulful Sampha and his sparring partner Lil Silva.,,https://www.last.fm/music/Jyoty,JYOTY
Lil Silva,,LEVELS,SUNDAY,21:00 - 23:30,Rinse FM’s Joyoty with the soulful Sampha and his sparring partner Lil Silva.,f9e52b78-5499-4897-b979-7f430ec5b5cd,https://www.last.fm/music/Lil+Silva,LIL SILVA
Sampha,,LEVELS,SUNDAY,21:00 - 23:30,Rinse FM’s Joyoty with the soulful Sampha and his sparring partner Lil Silva.,130c2184-14f2-4180-a216-04b5a333be57,https://www.last.fm/music/Sampha,SAMPHA
K Klass,https://wearekklass.com,GLADE,FRIDAY,18:35 - 19:35,"Responsible for some of the biggest UK house tracks and countless remixes (Pet Shop Boys, Whitney Houston, Blondie, Bobby Brown).",7462025c-ca8d-4bcd-8920-306369735123,https://www.last.fm/music/K+Klass,K KLASS
K Motionz,,LONELY HEARTS CLUB,SATURDAY,00:30 - 02:00,The new face of Drum and bass hooks up with the Shogun label’s boss man and scene setter Friction.,,https://www.last.fm/music/K+Motionz,K MOTIONZ
Kaisha,https://www.instagram.com/kaisha_dnb?igsh=n2nynnzlymzhodh1,THE SALON CAROUSEL,FRIDAY,00:00 - 01:00,,,https://www.last.fm/music/Kaisha,KAISHA
Kak Hatt,https://www.instagram.com/kak_hatt/,BLIND TIGER,SATURDAY,00:20 - 01:00,,,https://www.last.fm/music/Kak+Hatt,KAK HATT
Kangaroo Moon,https://kangaroomoon.com,TOAD HALL,THURSDAY,21:30 - 22:30,,d6390cae-d0dc-4183-abc1-8150c399138e,https://www.last.fm/music/Kangaroo+Moon,KANGAROO MOON
Kanine,https://www.djkanine.com,GLADE DOME,THURSDAY,23:15 - 00:25,"Supported by some of the biggest and most influential names in Drum & Bass, the young Londoner known as Kanine has risen to new heights in recent years",,https://www.last.fm/music/Kanine,KANINE
Kaptain,,THE SALON CAROUSEL,SUNDAY,23:00 - 00:00,,,https://www.last.fm/music/Kaptain,KAPTAIN
KAPTIN,http://kaptinbarrett.com,PEACE STAGE,SATURDAY,01:00 - 01:30,,,https://www.last.fm/music/KAPTIN,KAPTIN
Kara Jackson,https://www.karajacksonmusic.com/,THE PARK STAGE,SATURDAY,12:45 - 13:30,"Award-winning poet, singer-songwriter, and producer inspired by her family's heritage in the American South and her experiences growing up in Chicago.",,https://www.last.fm/music/Kara+Jackson,KARA JACKSON
Jessie Marcella,https://www.facebook.com/jessiemarcellamusic,CROISSANT NEUF,SATURDAY,12:00 - 13:00,,,https://www.last.fm/music/Jessie+Marcella,JESSIE MARCELLA
Kate Hutchinson,https://www.instagram.com/katehutchinsonpow,SCISSORS,FRIDAY,23:30 - 00:30,,,https://www.last.fm/music/Kate+Hutchinson,KATE HUTCHINSON
Kate Nash,https://www.katenash.com,AVALON STAGE,FRIDAY,21:35 - 22:35,"BRIT Award-winning singer-songwriter, musician and actress whose unapologetic storytelling and electrifying live performances are legend.",49018fd2-95ef-4f7e-92bb-813159909314,https://www.last.fm/music/Kate+Nash,KATE NASH
Kathryn Roberts & Sean Lakeman,https://kathrynrobertsandseanlakeman.com/,TOAD HALL,SATURDAY,19:45 - 20:30,,e7856113-8c3b-4aca-a625-fe8827fede48,https://www.last.fm/music/Kathryn+Roberts+&+Sean+Lakeman,KATHRYN ROBERTS & SEAN LAKEMAN
KATYA,https://www.instagram.com/katyatheartist/,GREENPEACE,SUNDAY,12:00 - 12:45,,,https://www.last.fm/music/KATYA,KATYA
Keane,http://www.keanemusic.com/,PYRAMID STAGE,SATURDAY,16:00 - 17:00,"Twenty years on from their enormo-selling hook-laden ‘Hopes And Fears’ debut album, Keane return with their trademarked swooning pop.",c7020c6d-cae9-4db3-92a7-e5c561cbad50,https://www.last.fm/music/Keane,KEANE
KeeQ,,GLADE DOME,FRIDAY,12:45 - 14:00,"KeeQ has released music through Armada Music, Circus Recordings, Saved Records, Abracadabra, and Hurry Up Slowly with seen prime time radio support on Radio 1, and Kiss.",,https://www.last.fm/music/KeeQ,KEEQ
Kelly Lee Owens,,LEVELS,FRIDAY,22:30 - 00:00,"Fusing electronic music’s changing temperature vocal, songwriting and production as confident and captivating as her beats.",,https://www.last.fm/music/Kelly+Lee+Owens,KELLY LEE OWENS
Kenneth,https://www.instagram.com/babylonuprising/,BABYLON UPRISING,FRIDAY,02:00 - 02:45,,af2ad0d8-f73a-4712-8f6e-8f71686e88d6,https://www.last.fm/music/Kenneth,KENNETH
Kenya Grace,https://www.kenyagraceofficial.com/,WOODSIES,FRIDAY,15:15 - 16:00,Electronic R&B and soul singer songwriter who hit big last year with ‘Strangers’.,,https://www.last.fm/music/Kenya+Grace,KENYA GRACE
Love Juice,,MAVERICKS,FRIDAY,00:54 - 01:04,,,https://www.last.fm/music/Love+Juice,LOVE JUICE
Kettama,https://www.instagram.com/_kettama/,THE TEMPLE,SUNDAY,02:30 - 04:00,,,https://www.last.fm/music/Kettama,KETTAMA
Kevin,,VILLAGE INN,THURSDAY,00:00 - 02:00,,fce5f9e4-4d74-4195-947a-06b3ab7fa0c1,https://www.last.fm/music/Kevin,KEVIN
keyrah,,GLADE DOME,FRIDAY,21:00 - 22:30,Labelled as Mixmag's,4b473d33-666f-4732-9a37-f4b6f7badae8,https://www.last.fm/music/keyrah,KEYRAH
Ki Dub,https://www.instagram.com/ki_dubmusic?igsh=bwgxz25qcnlsb3lh,BLIND TIGER,THURSDAY,12:45 - 13:30,,,https://www.last.fm/music/Ki+Dub,KI DUB
KID 12,https://www.instagram.com/itskid12,BREAD AND ROSES,FRIDAY,13:00 - 13:40,,,https://www.last.fm/music/KID+12,KID 12
Kilimanjaro,https://linktr.ee/kilimanjaromusic,GLADE DOME,FRIDAY,00:00 - 01:30,"Electronic Producer DJ, playing the sounds of Afro, Amapiano, House and the world, forever bringing the part",1b87a6ff-01e3-4236-a672-535e0d0d21cc,https://www.last.fm/music/Kilimanjaro,KILIMANJARO
Kim Ann Foxman,https://www.instagram.com/kimannfoxman/?hl=en,SAN REMO,SUNDAY,16:30 - 18:00,,334f3782-ae66-4485-8ae2-a90874455319,https://www.last.fm/music/Kim+Ann+Foxman,KIM ANN FOXMAN
Kim Gordon,https://kimaltheagordon.com/,WOODSIES,SUNDAY,18:30 - 19:30,Alternative music provocateur delves deep into Justin Raisin's blown out dub and trap throwing in noise symphonies and beatnik poetry to the mix.,19301485-ac9c-4dad-885b-cd8e8c8b4184,https://www.last.fm/music/Kim+Gordon,KIM GORDON
King Dinosaur,https://www.kingdinosaur.uk,THE HIVE,FRIDAY,01:30 - 02:30,,e6950475-a97f-4e28-bc59-ccfa88fab27c,https://www.last.fm/music/King+Dinosaur,KING DINOSAUR
King Krule,https://kingkrule.net/,THE PARK STAGE,FRIDAY,21:15 - 22:15,Meditative melancholy musings on love and loss from this alternative indie performer slipping into blues and loose jazz.,c0daae21-ec2a-4dd0-a323-4f53f5945d04,https://www.last.fm/music/King+Krule,KING KRULE
King of the Beats,,GLADE DOME,THURSDAY,15:30 - 17:00,Breaks supergroup with Krafty Kuts and members of the Freestylers and Plump DJs,,https://www.last.fm/music/King+of+the+Beats,KING OF THE BEATS
Kingfishr,,BBC MUSIC INTRODUCING,SATURDAY,14:30 - 15:00,"One of the acclaimed new practitioners of Irish music, filled with a grand, atmospheric tone married to their super catchy melodies.",,https://www.last.fm/music/Kingfishr,KINGFISHR
Kings Of Tomorrow,https://ra.co/dj/sandyrivera,NYC DOWNLOW,SATURDAY,04:30 - 06:00,,8b391c81-dc53-4b0e-aa09-3d01292496e8,https://www.last.fm/music/Kings+Of+Tomorrow,KINGS OF TOMORROW
Kink Live,https://www.instagram.com/kink303/,THE TEMPLE,SUNDAY,01:30 - 02:30,,,https://www.last.fm/music/Kink+Live,KINK LIVE
Kirszenbaum,https://karrot.pl/kirszenbaum/,TOAD HALL,SUNDAY,22:30 - 23:30,,,https://www.last.fm/music/Kirszenbaum,KIRSZENBAUM
Kiskadee,https://www.instagram.com/kiskadee__/,THE HIVE,THURSDAY,22:00 - 23:00,,,https://www.last.fm/music/Kiskadee,KISKADEE
Kiss Nuka,https://www.instagram.com/kissnuka/,GREENPEACE,FRIDAY,17:55 - 18:55,,,https://www.last.fm/music/Kiss+Nuka,KISS NUKA
Kitten Club,https://www.instagram.com/kitttenclub?igsh=bmf0bndpejhkaxhk,THE SALON CAROUSEL,THURSDAY,21:00 - 23:00,,,https://www.last.fm/music/Kitten+Club,KITTEN CLUB
Esme Banks,https://www.instagram.com/kitttenclub?igsh=bmf0bndpejhkaxhk,THE SALON CAROUSEL,THURSDAY,21:00 - 23:00,,,https://www.last.fm/music/Esme+Banks,ESME BANKS
Demetria,https://www.instagram.com/kitttenclub?igsh=bmf0bndpejhkaxhk,THE SALON CAROUSEL,THURSDAY,21:00 - 23:00,,,https://www.last.fm/music/Demetria,DEMETRIA
Eresid,https://www.instagram.com/kitttenclub?igsh=bmf0bndpejhkaxhk,THE SALON CAROUSEL,THURSDAY,21:00 - 23:00,,,https://www.last.fm/music/Eresid,ERESID
Kitty Amor,,STONEBRIDGE BAR,THURSDAY,18:00 - 19:30,,,https://www.last.fm/music/Kitty+Amor,KITTY AMOR
Kitty Stewart,https://linktr.ee/kittystewartmusic,CROISSANT NEUF BANDSTAND,WEDNESDAY,15:00 - 15:45,,,https://www.last.fm/music/Kitty+Stewart,KITTY STEWART
Klein,,TREE STAGE,THURSDAY,19:40 - 20:55,"Klein is a contemporary British artist and composer whose work often blurs the lines between fact and fiction. Her music releases, films and performances are often informed by urban mapping, surveillance, humour, hip hop, noise, identity and beyond.",a714e819-9065-43a3-b7e4-4ed6f42efc4e,https://www.last.fm/music/Klein,KLEIN
Kleptones,https://www.kleptones.com,CORNISH ARMS,THURSDAY,17:00 - 19:00,,,https://www.last.fm/music/Kleptones,KLEPTONES
Kleu,,THE TEMPLE,THURSDAY,21:00 - 22:00,,,https://www.last.fm/music/Kleu,KLEU
Resist,,THE TEMPLE,THURSDAY,21:00 - 22:00,,52bf3a91-1249-4067-89e9-a34efa96dbe4,https://www.last.fm/music/Resist,RESIST
kmrU,https://kmru.info,TREE STAGE,FRIDAY,00:00 - 00:50,"Nairobi-born, Berlin-based sound artist whose work is grounded on the discourse of field recording, noise, and sound art.",,https://www.last.fm/music/kmrU,KMRU
Kneecap,https://www.kneecap.ie,PEACE STAGE,SATURDAY,01:30 - 02:15,,,https://www.last.fm/music/Kneecap,KNEECAP
Kojaque,,LONELY HEARTS CLUB,FRIDAY,16:15 - 16:15,"Visual artist, film maker and rapper whose conceptual approach and slo-mo soundscapes set him apart as an exciting provocateur.",,https://www.last.fm/music/Kojaque,KOJAQUE
Kolter,https://www.koltermusic.com/,GLADE,FRIDAY,01:30 - 03:00,Direct from the ever-innovative German music scene with a fresh take on house music.,,https://www.last.fm/music/Kolter,KOLTER
Konx-om-Pax,https://displaycopy.co.uk/,TREE STAGE,SUNDAY,01:20 - 02:20,Konx-om-Pax will perform an exclusive immersive audio visual ambient set,23c7234e-e0f9-4085-9b6d-a88f6dae9d66,https://www.last.fm/music/Konx-om-Pax,KONX-OM-PAX
KOSSOV,https://www.instagram.com/kossovmusic/,THE RUM SHACK,SUNDAY,02:00 - 03:00,,,https://www.last.fm/music/KOSSOV,KOSSOV
Krafty Kuts,https://www.instagram.com/kraftykuts/?hl=en,THE BUG,FRIDAY,19:00 - 20:00,,d14416ef-2283-49ef-9118-d690613d0bc9,https://www.last.fm/music/Krafty+Kuts,KRAFTY KUTS
Kray-Z Legz,https://www.instagram.com/krayzlegz/,BLIND TIGER,THURSDAY,12:00 - 12:45,,,https://www.last.fm/music/Kray-Z+Legz,KRAY-Z LEGZ
Kurupt Fm,https://www.kuruptfm.com/,GLADE,THURSDAY,18:00 - 19:00,"London's finest pirate radio station; the BAFTA-winning, feature film making, album charting bedroom DJs open The Glade with their high rise selection.",,https://www.last.fm/music/Kurupt+Fm,KURUPT FM
Lady Shaka,,LONELY HEARTS CLUB,THURSDAY,20:30 - 21:30,Taylah brings some Afrobeat to the party.,,https://www.last.fm/music/Lady+Shaka,LADY SHAKA
Laidlaw,,GLADE DOME,SATURDAY,22:30 - 00:00,"Laidlaw is a highly talented DJ and Producer hailing from the vibrant city of London. With an undeniable passion for music, he has become one of the most talked about upcoming artists in the UK, positioning himself at the forefront of a new wave of underground selectors.",17bc25eb-c11c-4681-86d6-835ef3ea684c,https://www.last.fm/music/Laidlaw,LAIDLAW
Lambrini Girls,https://www.instagram.com/lambrinigirlz,PEACE STAGE,THURSDAY,22:15 - 23:00,,,https://www.last.fm/music/Lambrini+Girls,LAMBRINI GIRLS
Lance DeSardi,https://ra.co/dj/lancedesardi,GENOSYS,THURSDAY,23:00 - 00:00,,,https://www.last.fm/music/Lance+DeSardi,LANCE DESARDI
Land of the Giants,https://www.landofthegiants.live/,BREAD AND ROSES,THURSDAY,22:30 - 23:30,,8548338b-2727-4c7a-b1ed-d93e61a95192,https://www.last.fm/music/Land+of+the+Giants,LAND OF THE GIANTS
Lankum,https://lankumdublin.com/,THE PARK STAGE,SATURDAY,18:00 - 19:00,"Irish four piece who’ve developed their traditional folk sound into a rich, textured backdrop for their absorbing lyrical vocal delivery.",,https://www.last.fm/music/Lankum,LANKUM
Larabel,https://lintr.ee/larabelmusic,CROISSANT NEUF BANDSTAND,THURSDAY,15:00 - 15:45,,,https://www.last.fm/music/Larabel,LARABEL
Lauren Lo Sung,,LONELY HEARTS CLUB,SUNDAY,23:15 - 00:30,"LOLiFE label and club night impresario playing dub techno entwined with grooves, breaks and impeccable basslines.",45c56976-5ade-44b1-a601-0ea7fb7731ed,https://www.last.fm/music/Lauren+Lo+Sung,LAUREN LO SUNG
Layla Benitez,https://laylabenitez.komi.io/,GLADE,SATURDAY,00:15 - 01:25,The ever evolving Afro house DJ and producer.,,https://www.last.fm/music/Layla+Benitez,LAYLA BENITEZ
Lazy Technician,https://instagram.com/cronxdon,CORNISH ARMS,SUNDAY,14:15 - 15:00,,,https://www.last.fm/music/Lazy+Technician,LAZY TECHNICIAN
Oliver Sudden,https://instagram.com/cronxdon,CORNISH ARMS,SUNDAY,14:15 - 15:00,,,https://www.last.fm/music/Oliver+Sudden,OLIVER SUDDEN
LCD Soundsystem,https://lcdsoundsystem.com/,PYRAMID STAGE,FRIDAY,19:45 - 21:00,Grammy-winning alternative electronic dance band revolving around James Murphy’s semi-sarcastic but sincerely poignant narrative.,2aaf7396-6ab8-40f3-9776-a41c42c8e26b,https://www.last.fm/music/LCD+Soundsystem,LCD SOUNDSYSTEM
Leaf,https://linktr.ee/leaf_dnb,CORNISH ARMS,THURSDAY,02:00 - 03:00,,c39d3364-967e-4ab0-835d-2e9e9b44f9be,https://www.last.fm/music/Leaf,LEAF
Leeon,https://ra.co/dj/leeon-co,NYC DOWNLOW,FRIDAY,02:50 - 04:15,,e82f6ed7-d26a-4bd5-aad7-a3573a098e57,https://www.last.fm/music/Leeon,LEEON
Lekiddo - Lord Of The Lobsters!,https://lekiddo.com,THE GATEWAY,THURSDAY,14:20 - 14:50,,,https://www.last.fm/music/Lekiddo+-+Lord+Of+The+Lobsters%21,LEKIDDO - LORD OF THE LOBSTERS!
Leon Vynehall,https://www.instagram.com/vynehall/?hl=en,SAN REMO,SATURDAY,22:00 - 23:30,,b98202d3-4fb4-4e32-9ff3-b9e1987d02cf,https://www.last.fm/music/Leon+Vynehall,LEON VYNEHALL
Letisha Gordon,,BBC MUSIC INTRODUCING,FRIDAY,13:30 - 14:00,Birmingham-based singer songwriter blending soul and Afropop together.,,https://www.last.fm/music/Letisha+Gordon,LETISHA GORDON
Lewis,,CORNISH ARMS,THURSDAY,12:00 - 12:10,,7843ab7a-33b4-4258-8a9a-2b16cf233610,https://www.last.fm/music/Lewis,LEWIS
Lily Lyons,https://lilylyonsmusic.com,CROISSANT NEUF,SATURDAY,15:00 - 16:00,,,https://www.last.fm/music/Lily+Lyons,LILY LYONS
Lime Garden,https://www.limegarden.co.uk/,THE PARK STAGE,SUNDAY,12:45 - 13:30,"Wonk pop masters blending disco, alt-pop and surf music into their own distinctive sound.",,https://www.last.fm/music/Lime+Garden,LIME GARDEN
Little Miss Dj,,MANDALA STAGE,SATURDAY,21:30 - 23:00,,,https://www.last.fm/music/Little+Miss+Dj,LITTLE MISS DJ
Little Simz,https://www.littlesimz.com/,PYRAMID STAGE,SATURDAY,19:45 - 20:45,"Perceptive singer songwriter, actress, singer and Mercury Prize winner with a surreal, carefully-observed cinematic worldview.",3cdb40fe-a63e-4bb9-b40d-17cda5f50979,https://www.last.fm/music/Little+Simz,LITTLE SIMZ
Liz Lawrence,https://www.instagram.com/lizlawrencemusic/,GREENPEACE,SATURDAY,14:45 - 15:30,,f6cab4e8-1757-46f3-81cd-c3d1950b1d68,https://www.last.fm/music/Liz+Lawrence,LIZ LAWRENCE
Lizzie Esau,,BBC MUSIC INTRODUCING,SATURDAY,17:30 - 18:00,"Influenced by Wolf Alice, Beabadoobee, Bob Vylan and Radiohead, creating her own angsty sound.",,https://www.last.fm/music/Lizzie+Esau,LIZZIE ESAU
Logic1000,https://www.logic1000.com/,GLADE,SUNDAY,19:05 - 20:20,"Conjuring up concepts and genres via samples, UK-centric dance rhythms, digital synths and disembodied textures.",,https://www.last.fm/music/Logic1000,LOGIC1000
London Community Gospel Choir,https://www.instagram.com/lcgcofficial,ACOUSTIC STAGE,SUNDAY,18:30 - 19:30,With an uplifting combination of covers and original songs painting a positive picture of hope and optimism during a time of global concern.,a63b9208-6867-43fe-ad1d-f8801ad79915,https://www.last.fm/music/London+Community+Gospel+Choir,LONDON COMMUNITY GOSPEL CHOIR
London Grammar,http://www.londongrammar.com/,THE PARK STAGE,SUNDAY,21:15 - 22:30,Sweet electronic dream pop hit makers previewing their upcoming ‘Greatest Love’ album set for September release.,4dbe08c1-b40a-43b3-ab89-210000bd8ab2,https://www.last.fm/music/London+Grammar,LONDON GRAMMAR
Planningtorock,,NOMAD,SATURDAY,02:35 - 03:00,,1ab8e978-9e8e-42e3-83cf-67149ecdd419,https://www.last.fm/music/Planningtorock,PLANNINGTOROCK
Loonaloop,https://www.loonaloopmusic.com,TOAD HALL,FRIDAY,01:30 - 02:30,,5650421e-e48a-4412-8903-9978df721c33,https://www.last.fm/music/Loonaloop,LOONALOOP
Lord Apex,,LONELY HEARTS CLUB,SATURDAY,17:30 - 18:15,"London-based MC crossing styles and genres and embracing lo-fi, alternative and UK hip hop.",,https://www.last.fm/music/Lord+Apex,LORD APEX
Los Dedos,,THE ROCKET LOUNGE,THURSDAY,00:00 - 01:00,,,https://www.last.fm/music/Los+Dedos,LOS DEDOS
Lottery Winners,https://www.thelotterywinners.co.uk/,LEFT FIELD,SUNDAY,18:35 - 19:15,"Unruly Manc four piece streamlining social awareness into heady, melody-strewn pop gems with some glorious choruses.",,https://www.last.fm/music/Lottery+Winners,LOTTERY WINNERS
