title,url,stage,day,time,description
BECKY HILL,https://www.beckyhill.com/,OTHER STAGE,SUNDAY,18:00 - 19:00,"Funky electronic pop singer songwriter who’s been featured on tunes with Guetta, Rudimental and many more as well as producing her own string of chart-topping singles."
BELLA UNWIN,https://www.instagram.com/bellaunwin,THE HIVE,THURSDAY,21:25 - 21:55,
BELLAH,,THE LONELY HEARTS CLUB,FRIDAY,18:00 - 18:45,London’s own world class R&B singer.
BELVEDERE TOWN CATS,,THE HIVE,FRIDAY,10:00 - 11:00,
BEN ATKINS,,THE RUM SHACK,SATURDAY,23:00 - 00:00,
BEN BÖHMER,,THE LONELY HEARTS CLUB,SATURDAY,21:00 - 22:30,German electronic music's brightest rising star.
BEN HOWARD,https://www.benhowardmusic.co.uk/,OTHER STAGE,FRIDAY,11:30 - 12:30,Dreamy multi-layered folk pop that spirals around a gorgeous flowing vocal and a hammered playing style as evidenced on his brand new album ‘Is It?’
BEN LOADER,,OUTSIDE CIRCUS STAGE,FRIDAY,18:40 - 18:48,
BEN LOADER,,OUTSIDE CIRCUS STAGE,FRIDAY,16:08 - 16:14,
BEN LOADER,,OUTSIDE CIRCUS STAGE,SATURDAY,00:50 - 00:56,
BEN LOADER,,OUTSIDE CIRCUS STAGE,SATURDAY,00:00 - 00:06,
BEN LOADER,,OUTSIDE CIRCUS STAGE,SUNDAY,00:03 - 00:09,
BEN LOADER,,OUTSIDE CIRCUS STAGE,SUNDAY,20:13 - 20:19,
BEN MONK & FRIENDS,,THE MEETING PLACE BAR,THURSDAY,17:00 - 21:00,
BEN PEST,https://www.instagram.com/benpest/,THE TEMPLE,FRIDAY,23:00 - 00:00,
BEN RANDM,,THE HIVE,SATURDAY,10:00 - 10:30,
BEN UFO,https://ra.co/dj/benufo,GENOSYS SOUND SYSTEM,SATURDAY,02:30 - 04:30,
BEN VIRGO B2B CHRIS THORNE,,GREENPEACE,SUNDAY,17:40 - 18:55,
BENEFITS,https://www.benefitstheband.com,LEFT FIELD,FRIDAY,19:30 - 20:30,Sleaford Mods and Pixies-approved shouty north-east England punks tackling everyday issues of nationalism and understanding what Britain is about today.
BENJI B,https://www.instagram.com/benjib/,PLATFORM 23,FRIDAY,05:00 - 06:00,
BENJI CLEMENTS (BLENDID TAKEOVER),https://www.facebook.com/benjiclementsmusic/,CORNISH ARMS,FRIDAY,21:00 - 21:45,
BENJI CLEMENTS,https://youtu.be/f9by7yn9ayy,MANDALA STAGE,SUNDAY,00:00 - 01:00,
BENNY HUSTLE: SUPPER CLUB TAKEOVER,https://www.instagram.com/supperclubbristol/,BABYLON UPRISING,SATURDAY,15:00 - 16:00,
BETH ORTON,https://bethortonofficial.com/,WEST HOLTS STAGE,SUNDAY,12:30 - 13:30,"With an incredible band featuring Dave Okumu and Tom Herbert, on the back of her latest album, ‘Weather Alive’ that’s been hailed as the best of her career."
BETHANY HUMPHRIES,,THE HIVE,FRIDAY,13:05 - 13:45,
BEXI,https://www.rebeccarennison.com/,OUTSIDE CIRCUS STAGE,FRIDAY,00:50 - 00:56,
BEXI,https://www.rebeccarennison.com/,OUTSIDE CIRCUS STAGE,FRIDAY,00:02 - 00:08,
BEXI,https://www.rebeccarennison.com/,OUTSIDE CIRCUS STAGE,SATURDAY,18:35 - 18:41,
BEXI,https://www.rebeccarennison.com/,OUTSIDE CIRCUS STAGE,SATURDAY,16:08 - 16:14,
BEXI,https://www.rebeccarennison.com/,OUTSIDE CIRCUS STAGE,SUNDAY,23:37 - 23:43,
BEXI,https://www.rebeccarennison.com/,OUTSIDE CIRCUS STAGE,SUNDAY,18:04 - 18:10,
BEYOND REPAIR ENTERTAINMENT,https://beyondrepairentertainment.com/,THE ASTROLABE THEATRE,FRIDAY,14:45 - 15:15,
BEYOND REPAIR ENTERTAINMENT,https://beyondrepairentertainment.com/,THE ASTROLABE THEATRE,SATURDAY,14:45 - 15:15,
BEYOND THE STRUTTOSPHERE,https://soundcloud.com/beyond-the-struttosphere,RABBIT HOLE'S FUNKINGHAM PALACE,SUNDAY,23:30 - 00:30,
BIG JOANIE,https://bigjoanie.com/,LEFT FIELD,SATURDAY,16:30 - 17:00,"Much-talked-about fury-filled feminine punk trio with plaudits from 6Music, Rolling Stone and all points between."
BIG TEAM CIC PRESENTS: 'CAN FESTIVALS BE A FORCE FOR CHANGE?',,THE INFORMATION,FRIDAY,15:45 - 16:30,
BILL BREWSTER (LOWLIFE),https://soundcloud.com/billbrewster,THE WEST HOLTS BAR,SATURDAY,01:45 - 03:00,
BILL BREWSTER (LOWLIFE),https://soundcloud.com/billbrewster,THE MEETING PLACE BAR,FRIDAY,01:00 - 03:00,
BILL BREWSTER,,RABBIT HOLE'S FUNKINGHAM PALACE,SUNDAY,21:00 - 22:30,
BILLY BRAGG,https://www.billybragg.co.uk/,LEFT FIELD,FRIDAY,21:00 - 22:00,"The guv’nor celebrating 40 years since the release of his seminal ‘Life’s A Riot With Spy Vs Spy’, still searching for ‘A New England’."
BILLY CHIP PRESENTS; WILKNISON,https://www.instagram.com/wilkinsonuk/,THE TEMPLE,SUNDAY,04:00 - 05:00,
BILLY KIDD SHOW,https://www.billykiddshow.com,THE GLEBE,FRIDAY,15:35 - 16:05,
BILLY KIDD SHOW,https://www.billykiddshow.com,THE GLEBE,SATURDAY,15:35 - 16:05,
BILLY KIDD SHOW,https://www.billykiddshow.com,THE GLEBE,SUNDAY,15:35 - 16:05,
BILLY KIDD SHOW,https://www.billykiddshow.com/,SENSATION SEEKERS STAGE,FRIDAY,12:55 - 13:25,
BILLY KIDD SHOW,https://www.billykiddshow.com/,SENSATION SEEKERS STAGE,SATURDAY,12:30 - 13:00,
BILLY KIDD SHOW,https://www.billykiddshow.com/,SENSATION SEEKERS STAGE,SUNDAY,13:30 - 14:00,
BILLY NOMATES,https://www.iambillynomates.com/,THE PARK STAGE,FRIDAY,15:15 - 16:15,Sleaford Mods-approved deadpan-but-biting no wave/post punk alliterations from the 6Music-championed singer.
BIMBLE DJS,,BIMBLE INN,SATURDAY,23:15 - 00:30,
BIMBLE DJS,,BIMBLE INN,SUNDAY,01:45 - 03:30,
BIMBLE DJS,,BIMBLE INN,SUNDAY,23:15 - 00:30,
BIMINI,https://www.instagram.com/biminibabes,GREENPEACE,THURSDAY,20:50 - 21:30,
BINGO BANGO BONGO,,SENSATION SEEKERS STAGE,FRIDAY,14:20 - 14:50,
BINGO BANGO BONGO,,SENSATION SEEKERS STAGE,SATURDAY,15:30 - 16:00,
BINGO BANGO BONGO,,SENSATION SEEKERS STAGE,SUNDAY,16:00 - 16:30,
BINGO WITH KEITH ALLEN,,DELUXE DINER,FRIDAY,19:00 - 21:00,
BIO-DESIGN - BUILDING A REGENERATIVE PLANET,,THE INFORMATION,FRIDAY,12:00 - 12:45,
BIRD ON THE WIRE: THE SONGS OF LEONARD COHEN,https://www.instagram.com/birdotwire/?hl=en,ACOUSTIC STAGE,SUNDAY,15:00 - 15:50,A collaborative interpretation of The Leonard Cohen Songbook by singer Pauline Scanlon and Galway band The Whileaways.
BISH 90S DANCE ANTHEMS SET,https://soundcloud.com/jimbit,BLIND TIGER,THURSDAY,20:00 - 21:00,
BLACK BOX,https://www.blackboxhouse.eu/,GLADE,FRIDAY,17:40 - 18:40,"Italian house that flourished in the early 90s, returning with a new vocalist, Bristol-born-and-raised singer songwriter Celestine."
"BLACK COUNTRY, NEW ROAD",https://blackcountrynewroad.com/,WEST HOLTS STAGE,SUNDAY,14:00 - 15:00,"Warmly inviting and endlessly innovative, BCNR make their Glastonbury debut off the back of their brilliant ‘Live At Bush Hall’ album."
BLACK KAT BOPPERS,https://blackkatboppers.com/,THE ROCKET LOUNGE,FRIDAY,01:00 - 02:00,
BLACK KAT BOPPERS,https://blackkatboppers.com/,THE ROCKET LOUNGE,SATURDAY,01:00 - 02:00,
BLACK KAT BOPPERS,https://blackkatboppers.com/,THE ROCKET LOUNGE,SUNDAY,01:00 - 02:00,
"BLACK OBSIDIAN SOUND 
 SYSTEM",https://www.facebook.com/blackobsidiansoundsystem/,IICON,SATURDAY,20:00 - 21:30,
BLACKSKYWHITE - 'STREET OF CROCODILES',,THE ASTROLABE THEATRE,THURSDAY,22:50 - 00:05,
BLACKSKYWHITE - 'STREET OF CROCODILES',,THE ASTROLABE THEATRE,FRIDAY,23:00 - 00:15,
BLACKSKYWHITE - 'STREET OF CROCODILES',,THE ASTROLABE THEATRE,SATURDAY,23:00 - 00:15,
BLACKSMITH & FRENIC,https://www.instagram.com/blacksmithmusic/. https://www.instagram.com/djfrenic/,BABYLON UPRISING,SUNDAY,14:00 - 15:00,
BLENDID X BEATBOX COLLECTIVE TAKEOVER,https://www.thebeatboxcollective.com/,CORNISH ARMS,THURSDAY,00:00 - 02:00,
BLIND TIGER RESIDENTS & GUESTS - SKWELLZ,,BLIND TIGER,THURSDAY,14:00 - 15:00,
BLIND TIGER RESIDENTS & GUESTS OPENING PARTY - CARDINAL SOUND,,BLIND TIGER,THURSDAY,15:00 - 16:00,
BLIND TIGER RESIDENTS & GUESTS OPENING PARTY - VIXAN SOUNDS,,BLIND TIGER,THURSDAY,16:00 - 17:00,
BLIND TIGER RESIDENTS & GUESTS OPENING PARTY,,BLIND TIGER,THURSDAY,12:00 - 14:00,
BLOCO B,https://www.facebook.com/blocob.uk/,TRUTH STAGE,THURSDAY,15:05 - 15:45,
BLOCO B,https://www.instagram.com/bloco.b_uk,GREENPEACE,THURSDAY,12:30 - 13:15,
BLONDIE,https://www.blondie.net/,PYRAMID STAGE,SUNDAY,17:00 - 18:15,Timeless punk pop new wave from the darlings on the New York scene circa 1977 who became pop ambassadors through the 80s and way beyond.
BLUE LAB BEATS,https://bluelabbeats.com/,TRUTH STAGE,FRIDAY,00:15 - 01:00,
BLUE LAB BEATS,,THE LONELY HEARTS CLUB,SUNDAY,14:30 - 15:30,Grammy-winning London-based duo whose impressive jazz chops have led them to remix and produced a host of acts.
BLUE VIOLET,https://www.instagram.com/weareblueviolet/?hl=en,STRUMMERVILLE,FRIDAY,16:00 - 16:30,
BOBBY FRICTION'S BHANGRA ALL STARS (GOING SOUTH TAKEOVER),https://www.instagram.com/bhangraallstarsband/?hl=en,TRUTH STAGE,THURSDAY,21:15 - 22:00,
BOBBY FRICTON,https://www.instagram.com/bobbyfricton/,GLADE DOME,FRIDAY,21:00 - 22:00,
BOBBY.,,THE WOW,SUNDAY,19:30 - 21:00,"Host of the Pleasure Club, founder of Needs (not-for-profit), and a resident at Fabric London since 2019."
BONZAI BONNER,,STONEBRIDGE BAR,SUNDAY,21:00 - 22:00,
BOOKS ARE WEAPONS - SPORTS BANGER IN CONVERSATION WITH JEREMY DELLER,,THE INFORMATION,SATURDAY,15:45 - 16:30,
BOOTY BASS X SHADE CARTEL,,NOMAD,THURSDAY,00:00 - 03:00,
BOOTY BASS,https://www.instagram.com/bootybassdj/,GREENPEACE,THURSDAY,15:45 - 16:40,
BORN ON ROAD X RUMBLE IN THE JUNGLE TAKEOVER,,THE HIVE,SATURDAY,22:00 - 03:00,
"BORN ON ROAD; ARIES, KELVIN 373 & SELECTA J-MAN",https://www.instagram.com/bornonroad/,THE TEMPLE,THURSDAY,23:15 - 00:15,
BOSCO CIRCUS,https://www.facebook.com/boscoatglasto,JUGGLING TENT,FRIDAY,12:00 - 15:00,
BOSCO CIRCUS,https://www.facebook.com/boscoatglasto,JUGGLING TENT,SATURDAY,12:00 - 15:00,
BOSCO CIRCUS,https://www.facebook.com/boscoatglasto,JUGGLING TENT,SUNDAY,12:00 - 15:00,
BOSSLADY,http://www.instagram.com/dj_bosslady_uk,THE SALON CAROUSEL,THURSDAY,01:00 - 02:00,
BOT,https://beansontoastmusic.com,GREENPEACE,SUNDAY,14:30 - 15:30,
BOU B2B HEDEX FT HARIBO & EKS,https://www.instagram.com/bou_dnb/ https://www.instagram.com/hedexuk/,THE TEMPLE,THURSDAY,20:00 - 21:30,
BOU B2B TURNO,http://bou (@bou_dnb) • instagram photos and videos       https://www.instagram.com/turno_/,NOWHERE,SUNDAY,03:00 - 04:00,
BOU,https://www.facebook.com/boudnb,GLADE DOME,THURSDAY,19:05 - 20:15,
BRADLEY ZERO B2B RUF DUG,,THE WOW,THURSDAY,19:30 - 21:00,Rhythm Section host and DJ Zero head on with Ruf Dug’s stylistically diverse repertoire.
BRADLEY ZERO,https://www.instagram.com/bradley_zero/?hl=en,SAN REMO,SATURDAY,23:30 - 01:00,
BRASS OFF,https://www.newyorkbrassband.co.uk/,TRUTH STAGE,THURSDAY,13:00 - 14:00,
BRASS RASCALS,https://www.instagram.com/brassrascals/,THE WEST HOLTS BAR,THURSDAY,15:00 - 15:50,
BRASS RASCALS,,THE WEST HOLTS BAR,FRIDAY,23:45 - 00:40,
BREAKING BROKEN DREAMS,https://www.lascossasnostra.com/breaking-broken-dreams---eng,OUTSIDE CIRCUS STAGE,FRIDAY,15:33 - 16:03,
BREAKING BROKEN DREAMS,https://www.lascossasnostra.com/breaking-broken-dreams---eng,OUTSIDE CIRCUS STAGE,SATURDAY,14:58 - 15:28,
BREAKING BROKEN DREAMS,https://www.lascossasnostra.com/breaking-broken-dreams---eng,OUTSIDE CIRCUS STAGE,SUNDAY,16:06 - 16:36,
BREAKING BROKEN DREAMS,https://www.lascossasnostra.com/breaking-broken-dreams---eng,A LITTLE MORE SENSATION,FRIDAY,12:00 - 12:30,
BREAKING BROKEN DREAMS,https://www.lascossasnostra.com/breaking-broken-dreams---eng,A LITTLE MORE SENSATION,SATURDAY,17:15 - 17:45,
BREAKING BROKEN DREAMS,https://www.lascossasnostra.com/breaking-broken-dreams---eng,A LITTLE MORE SENSATION,SUNDAY,13:10 - 13:40,
BREATH AND BASS,,FIRESIDE STORIES,SATURDAY,17:30 - 19:00,
BRIAN V,,NOWHERE,SATURDAY,21:00 - 22:00,
BRIGHT & FINDLAY (LIVE),https://www.instagram.com/brightandfindlay/?hl=en-gb,THE MEETING PLACE BAR,FRIDAY,23:30 - 00:00,
BROADSIDE BANGERS,https://juliangaskell.co.uk/2023/01/12/broadside-bangers-in-falmouth/,THE BANDSTAND,SUNDAY,18:05 - 19:50,
BROOKLYN HEALER,http://www.miraculoustheatre.com,GLEBELAND,FRIDAY,15:00 - 17:00,
BROOKLYN HEALER,http://www.miraculoustheatre.com,GLEBELAND,FRIDAY,12:00 - 14:00,
BROOKLYN HEALER,http://www.miraculoustheatre.com,GLEBELAND,SATURDAY,15:00 - 17:00,
BROOKLYN HEALER,http://www.miraculoustheatre.com,GLEBELAND,SATURDAY,12:00 - 14:00,
BROOKLYN HEALER,http://www.miraculoustheatre.com,GLEBELAND,SUNDAY,15:00 - 17:00,
BROOKLYN HEALER,http://www.miraculoustheatre.com,GLEBELAND,SUNDAY,12:00 - 14:00,
BRU-C,https://www.bru-c.com/,WOODSIES,FRIDAY,12:45 - 13:30,"MOBO-winning Nottingham scenester influenced by grime, freetsyle rap, rave, UK garage and bassline with some tongue-in-cheek humour to boot."
BRUCE (LIVE),,THE WOW,FRIDAY,18:00 - 18:50,Postmodern rhythmic drama at the burning intersection of UK dance music!
BUNMI - AFROFUSION STRAPS,,CIRCUS BIG TOP,THURSDAY,20:31 - 20:37,
BUNMI - AFROFUSION STRAPS,,CIRCUS BIG TOP,FRIDAY,22:06 - 22:12,
BUNMI - AFROFUSION STRAPS,,CIRCUS BIG TOP,FRIDAY,19:44 - 19:50,
BUNMI - AFROFUSION STRAPS,,CIRCUS BIG TOP,SATURDAY,22:07 - 22:13,
BUNMI - AFROFUSION STRAPS,,CIRCUS BIG TOP,SATURDAY,19:45 - 19:51,
BUNMI - AFROFUSION STRAPS,,CIRCUS BIG TOP,SUNDAY,16:56 - 17:02,
BUNNY MORETHAN (COMPERE),https://scarylittlegirls.co.uk/,CIRCUS BIG TOP,THURSDAY,16:00 - 20:30,
BUNNY MORETHAN (COMPERE),https://scarylittlegirls.co.uk/,CIRCUS BIG TOP,FRIDAY,18:00 - 22:00,
BUNNY MORETHAN (COMPERE),https://scarylittlegirls.co.uk/,CIRCUS BIG TOP,SATURDAY,22:00 - 02:00,
BUNNY,https://freneticengineering.co.uk/,OUTSIDE CIRCUS STAGE,FRIDAY,12:05 - 12:35,
BUNNY,https://freneticengineering.co.uk/,THE GLEBE,SATURDAY,16:45 - 17:15,
BUNNY,https://freneticengineering.co.uk/,THE PAVEMENT,WEDNESDAY,14:35 - 15:05,
BUNTY (LIVE),https://www.instagram.com/buntylooping/,THE SISTXRHOOD,SUNDAY,22:45 - 23:30,
BUSHBBY,https://www.facebook.com/people/bushbby/100063534603925/,TRUTH STAGE,SATURDAY,03:30 - 04:00,
BUSTAWIDEMOVE,https://www.widedubz.co.uk/,BLIND TIGER,SUNDAY,23:00 - 00:00,
CABARET FANTASTIQUE,https://www.marcellucont.com,CABARET,SUNDAY,21:10 - 21:50,
CABLE STREET COLLECTIVE,http://cablestreetcollective.co.uk,AVALON STAGE,SATURDAY,11:30 - 12:20,Merging upbeat rhythms and Congolese-influenced guitar with soulful female vocals and socially conscious lyrics.
CAKES DA KILLA (LIVE),https://www.cakesdakilla.com/,IICON,FRIDAY,22:50 - 23:30,
CAL JADER (MOVIMIENTOS),https://linktr.ee/caljader,TRUTH STAGE,THURSDAY,15:45 - 16:15,
CAL JADER (MOVIMIENTOS),https://www.facebook.com/djcaljader/?locale=en_gb,TRUTH STAGE,THURSDAY,14:45 - 01:12,
CAL JADER,,HMS SWEET CHARITY,SUNDAY,02:30 - 04:00,
CALL SUPER,https://ra.co/dj/callsuper,NYC DOWNLOW,THURSDAY,20:00 - 21:15,
CALLUM EASTER,,STRUMMERVILLE,SATURDAY,22:00 - 22:30,
CAM COLE,,SMALL WORLD STAGE,THURSDAY,20:00 - 21:00,
CAMELPHAT,,THE LEVELS,FRIDAY,21:00 - 22:30,"Grammy-nominated DJs and producers fresh from their residency at Pacha, Ibiza."
CANDAR,https://www.candarband.com/,THE HIVE,FRIDAY,19:30 - 20:15,
CANDI STATON,https://www.candi-staton.com/,WEST HOLTS STAGE,SUNDAY,20:00 - 21:00,The enduring icon who moved from gospel and R&B to soul and disco with tracks like ‘Young Hearts Run Free’ and ‘You’ve Got the Love’.
CANDI'S DOG,https://candisdog.com,CROISSANT NEUF BANDSTAND,THURSDAY,15:00 - 16:00,
CANDI'S DOG,https://candisdog.com,CROISSANT NEUF BANDSTAND,SATURDAY,16:00 - 16:30,
CANDYMAN 15,https://www.imdb.com/title/tt9347730/,PILTON PALAIS CINEMA,WEDNESDAY,20:15 - 21:52,
CARA DILLON,https://www.caradillon.co.uk,AVALON STAGE,SUNDAY,13:55 - 14:50,Extraordinary Irish folk singer:
CARDINAL SOUND: ORIGINS,https://www.instagram.com/cardinalsound/,BABYLON UPRISING,FRIDAY,15:00 - 16:00,
CARL COX,https://carlcox.com,GLADE,FRIDAY,23:00 - 00:30,"Musical ambassador, veteran of Acid house, champion of techno, dance music pioneer, label owner and King of Ibiza bringing his Hybrid Live show for the first time."
CARLY RAE JEPSEN,https://www.carlyraemusic.com/,OTHER STAGE,FRIDAY,15:45 - 16:45,"Canadian pop rock folkie whose ‘Loneliest Time’ hit inspired 200,000 Tik Tok versions in less than six months."
CARLY WILFORD,https://carlywilford.com,GLADE DOME,THURSDAY,21:15 - 22:25,
CARNIVAL,,GLASTO LATINO,THURSDAY,21:00 - 21:30,
CARNIVAL,,GLASTO LATINO,FRIDAY,12:30 - 13:00,
CARNIVAL,,GLASTO LATINO,SATURDAY,12:30 - 13:00,
CARNIVAL,,GLASTO LATINO,SUNDAY,12:00 - 13:00,
CAROLINE POLACHEK,https://www.carolinepolachek.com/,WOODSIES,SUNDAY,20:00 - 21:00,Presenting a stylised and playful genre-spanning musical backdrop that dabbles in electronica and indie pop and embraces her distinctive bel canto-opera-trained vocal.
CASEY SPILLMAN,https://www.instagram.com/caseyspillman/?hl=en,GLADE DOME,SATURDAY,23:20 - 00:30,
CASH COWS,,SMALL WORLD STAGE,SATURDAY,17:45 - 18:45,
CASPA X JOKER X SIR SPYRO FT FOOTSIE,https://www.instagram.com/caspaofficial/       https://www.instagram.com/sirspyro/     https://www.instagram.com/joker_kapsize/    https://www.instagram.com/itsfootsieagain/,NOWHERE,SATURDAY,02:30 - 04:00,
CASSETTEBOY VS DJ RUBBISH,https://www.facebook.com/boycassette,GLADE,SUNDAY,13:00 - 13:45,"Satirical duo renowned for digital mash-ups that subvert figures in the public eye, live ‘comedy disco’ opting for a studentish broad-brush approach."
CASSYETTE,https://www.cassyette.co.uk/,BBC MUSIC INTRODUCING,SUNDAY,20:00 - 20:30,"Nu metal pop provocateur and Kerrang!-friendly hardcore singer, songwriter and producer."
CASSYETTE,https://www.cassyette.co.uk/,LEFT FIELD,FRIDAY,18:15 - 19:00,"Nu metal pop provocateur and Kerrang!-friendly hardcore singer, songwriter and producer."
CASSYETTE,https://linktr.ee/cassyette,TRUTH STAGE,FRIDAY,22:45 - 23:45,
CAT BURNS,https://www.catburns.com/,WOODSIES,SUNDAY,15:30 - 16:30,Gospel pop with a side of guitar-indie who hit big with the single ‘Go’ that was elevated into a Tik Tok meltdown last year.
CAVETOWN,https://uk.cave.town/,LEFT FIELD,SUNDAY,21:00 - 22:00,Multi-streamed bedroom indie pop that’s taken the States by storm and introduced millions to Robin Skinner’s intimate songs and unique delivery.
CELEBRATING 30 YEARS OF V RECORDINGS: BRYAN GEE X  DILLINJA X DJ DIE X JUMPIN JACK FROST W/ CARASEL,,THE FIRMLY ROOTED SOUNDSYSTEM,FRIDAY,19:00 - 21:30,"Focus on the drum and bass label set up by Bryan Gee and Jumpin Jack Frost who’ll perform alongside Dillinja, that pioneer of electronic music DJ Die and Carasel."
CELESTE LOVICK,,SMALL WORLD STAGE,SUNDAY,12:00 - 13:00,
CENTRAL CEE,https://www.instagram.com/centralcee/?hl=en,OTHER STAGE,SATURDAY,20:45 - 21:45,"UK drill, trap and hip hop star with a mere one billion Spotify streams in a year, with super huge tracks ‘Day In the Life’ and ‘Loading’ and the chart topping mixtape ‘23’."
CERIAN,https://www.cerianmusic.com,TOAD HALL,THURSDAY,14:40 - 15:25,
CERYS NELMES (COMPERE),https://www.cerysnelmes.com/,CABARET,FRIDAY,19:00 - 22:30,
CERYS NELMES (COMPERE),https://www.cerysnelmes.com/,CABARET,SUNDAY,20:45 - 00:00,
CHAINSKA BRASSIKA,,SMALL WORLD STAGE,FRIDAY,12:00 - 01:15,
CHAINSKA BRASSIKA,https://www.chainskabrassika.com/,BIMBLE INN,SUNDAY,00:30 - 01:45,
CHAINSKA BRASSIKA,https://www.facebook.com/chainskabrassika,GLADE DOME,FRIDAY,16:15 - 17:15,
CHAMPIGNON WORLD,https://www.youtube.com/watch?v=lg2halo0-as,MANDALA STAGE,SUNDAY,23:00 - 00:00,
CHAMPION B2B OPPIDAN,,THE FIRMLY ROOTED SOUNDSYSTEM,FRIDAY,21:30 - 23:00,"House, UK funky and grime from Champion sparring with one of the fastest rising names in UK garage."
CHANGE THE EARTH SUMMIT (GLASTO SPECIAL) WITH DARREN JONES MP,https://www.darren-jones.co.uk/charge-the-earth,LABORATORY STAGE,SATURDAY,15:00 - 15:45,
CHANNEL ONE SOUNDSYSTEM,https://channelonesoundsystem.com,GLADE,SATURDAY,12:30 - 14:00,"The world’s best known and most loved reggae soundsystem, hot off the streets of Notting HIll Carnival playing roots reggae and conscious steppas."
CHANTZ DEE,https://linktr.ee/chantz_dee,NOMAD,SUNDAY,01:30 - 02:30,
CHANTZ DEE,https://www.instagram.com/chantz_dee/,THE RUM SHACK,FRIDAY,05:00 - 06:00,
CHANTZ DEE,,THE RUM SHACK,FRIDAY,23:00 - 23:45,
CHARISSE C,https://www.instagram.com/charisseec/,THE RUM SHACK,FRIDAY,03:00 - 04:00,
CHARLIE BICKNEL - BIG SPENDER,https://www.charliebicknell.com/,OUTSIDE CIRCUS STAGE,FRIDAY,18:22 - 18:35,
CHARLIE BICKNEL BIG SPENDER,https://www.charliebicknell.com/,OUTSIDE CIRCUS STAGE,SATURDAY,18:17 - 18:30,
CHARLIE BICKNELL - BIG SPENDER,https://www.charliebicknell.com/,CIRCUS BIG TOP,THURSDAY,18:47 - 18:59,
CHARLIE BICKNELL - BIG SPENDER,https://www.charliebicknell.com/,CIRCUS BIG TOP,FRIDAY,22:17 - 22:29,
CHARLIE BICKNELL - BIG SPENDER,https://www.charliebicknell.com/,CIRCUS BIG TOP,SATURDAY,12:30 - 12:42,
CHARLIE BICKNELL - BIG SPENDER,https://www.charliebicknell.com/,OUTSIDE CIRCUS STAGE,SUNDAY,13:30 - 13:45,
CHARLIE BICKNELL - WRECKING BALL,https://www.charliebicknell.com/,CIRCUS BIG TOP,FRIDAY,21:19 - 21:25,
CHARLIE BICKNELL - WRECKING BALL,https://www.charliebicknell.com/,CIRCUS BIG TOP,SATURDAY,15:31 - 15:37,
CHARLIE TEE,https://www.charlietee.com/,GLADE DOME,THURSDAY,15:00 - 16:00,
CHARLOTTE ADIGERY & BOLIS PUPUL,https://charlotteandbolis.com/,THE PARK STAGE,SUNDAY,14:00 - 14:45,A distinctive blend of R&B and electropop gliding through heavy topics including racism and misogyny with some stark observations and a flash of techno.
CHE LINGO,https://www.instagram.com/che_lingo/,THE RUM SHACK,THURSDAY,22:00 - 23:00,
CHEMICAL BROS DON'T THINK PG,https://www.imdb.com/title/tt2137916/,PILTON PALAIS CINEMA,FRIDAY,01:30 - 03:06,
CHEVY CHASE STOLE MY WIFE,,AVALON'S CAFÉ STAGE,THURSDAY,21:30 - 22:30,
CHEVY CHASE STOLE MY WIFE,,AVALON'S CAFÉ STAGE,FRIDAY,19:35 - 20:05,
CHEWY SHE,,HMS SWEET CHARITY,FRIDAY,01:30 - 02:30,
CHEZNEY (100% VINYL SET),,BLIND TIGER,SUNDAY,17:00 - 18:00,
"CHIEF DADA, TIM VAN SOLINGE, LEA HEJN.",http://forest forces,SPEAKERS FORUM,WEDNESDAY,19:00 - 20:00,
CHINNEN,,OUTSIDE CIRCUS STAGE,FRIDAY,14:58 - 15:28,
CHINNEN,,OUTSIDE CIRCUS STAGE,SATURDAY,16:54 - 17:24,
CHINNEN,,OUTSIDE CIRCUS STAGE,SUNDAY,18:50 - 19:20,
CHINNEN,,THE PAVEMENT,FRIDAY,17:15 - 17:45,
CHINNEN,,THE PAVEMENT,SATURDAY,12:35 - 13:05,
CHINNEN,,THE PAVEMENT,SUNDAY,14:55 - 15:25,
CHLOE ROBINSON B2B PLASTICIAN,https://www.instagram.com/chloerobinsondj,ARCADIA,SATURDAY,22:00 - 23:00,
CHLOÉ CAILLET,https://www.instagram.com/chloecaillet/?hl=en-gb,SAN REMO,SATURDAY,22:00 - 23:30,
CHRIS CHURCH,http://50 years of green action,SPEAKERS FORUM,SUNDAY,10:00 - 11:00,
CHRIS CRUSE,https://ra.co/dj/chriscruse,NYC DOWNLOW,SATURDAY,22:00 - 23:20,
